data_points,pair_l,mean_shape,difference,division,f1,recall,precision,accuracy
100,"((13, 13), 25, 0.5)","(13, 13)",25,0.5,0.943298969,0.915,0.973404255,0.945
100,"((13, 13), 25, 1)","(13, 13)",25,1,0.956962025,0.945,0.969230769,0.9575
100,"((13, 13), 25, 1.2)","(13, 13)",25,1.2,0.956743003,0.94,0.974093264,0.9575
100,"((13, 13), 25, 1.5)","(13, 13)",25,1.5,0.959390863,0.945,0.974226804,0.96
100,"((13, 13), 25, 2)","(13, 13)",25,2,0.97,0.97,0.97,0.97
100,"((13, 13), 25, 2.3)","(13, 13)",25,2.3,0.975,0.975,0.975,0.975
100,"((13, 13), 25, 2.5)","(13, 13)",25,2.5,0.980099502,0.985,0.975247525,0.98
100,"((13, 13), 30, 0.2)","(13, 13)",30,0.2,0.928759894,0.88,0.983240223,0.9325
100,"((13, 13), 30, 0.5)","(13, 13)",30,0.5,0.971722365,0.945,1,0.9725
100,"((13, 13), 30, 1)","(13, 13)",30,1,0.979591837,0.96,1,0.98
100,"((13, 13), 30, 1.2)","(13, 13)",30,1.2,0.974358974,0.95,1,0.975
100,"((13, 13), 30, 1.5)","(13, 13)",30,1.5,0.974358974,0.95,1,0.975
100,"((13, 13), 30, 2)","(13, 13)",30,2,0.974358974,0.95,1,0.975
100,"((13, 13), 30, 2.3)","(13, 13)",30,2.3,0.976982097,0.955,1,0.9775
100,"((13, 13), 30, 2.5)","(13, 13)",30,2.5,0.976982097,0.955,1,0.9775
100,"((13, 13), 35, 0.2)","(13, 13)",35,0.2,0.912,0.855,0.977142857,0.9175
100,"((13, 13), 35, 0.5)","(13, 13)",35,0.5,0.935064935,0.9,0.972972973,0.9375
100,"((13, 13), 35, 1)","(13, 13)",35,1,0.92987013,0.895,0.967567568,0.9325
100,"((13, 13), 35, 1.2)","(13, 13)",35,1.2,0.92987013,0.895,0.967567568,0.9325
100,"((13, 13), 35, 1.5)","(13, 13)",35,1.5,0.932291667,0.895,0.972826087,0.935
100,"((13, 13), 35, 2)","(13, 13)",35,2,0.932291667,0.895,0.972826087,0.935
100,"((13, 13), 35, 2.3)","(13, 13)",35,2.3,0.927083333,0.89,0.967391304,0.93
100,"((13, 13), 35, 2.5)","(13, 13)",35,2.5,0.92987013,0.895,0.967567568,0.9325
100,"((13, 13), 40, 0.2)","(13, 13)",40,0.2,0.865921788,0.775,0.981012658,0.88
100,"((13, 13), 40, 0.5)","(13, 13)",40,0.5,0.884615385,0.805,0.981707317,0.895
100,"((13, 13), 40, 1)","(13, 13)",40,1,0.87534626,0.79,0.98136646,0.8875
100,"((13, 13), 40, 1.2)","(13, 13)",40,1.2,0.87534626,0.79,0.98136646,0.8875
100,"((13, 13), 40, 1.5)","(13, 13)",40,1.5,0.87534626,0.79,0.98136646,0.8875
100,"((13, 13), 40, 2)","(13, 13)",40,2,0.8815427,0.8,0.981595092,0.8925
100,"((13, 13), 40, 2.3)","(13, 13)",40,2.3,0.87534626,0.79,0.98136646,0.8875
100,"((13, 13), 40, 2.5)","(13, 13)",40,2.5,0.87534626,0.79,0.98136646,0.8875
100,"((13, 13), 45, 0.2)","(13, 13)",45,0.2,0.83573487,0.725,0.986394558,0.8575
100,"((13, 13), 45, 0.5)","(13, 13)",45,0.5,0.841498559,0.73,0.993197279,0.8625
100,"((13, 13), 45, 1)","(13, 13)",45,1,0.842406877,0.735,0.986577181,0.8625
100,"((13, 13), 45, 1.2)","(13, 13)",45,1.2,0.83908046,0.73,0.986486486,0.86
100,"((13, 13), 45, 1.5)","(13, 13)",45,1.5,0.83908046,0.73,0.986486486,0.86
100,"((13, 13), 45, 2)","(13, 13)",45,2,0.83908046,0.73,0.986486486,0.86
100,"((13, 13), 45, 2.3)","(13, 13)",45,2.3,0.842406877,0.735,0.986577181,0.8625
100,"((13, 13), 45, 2.5)","(13, 13)",45,2.5,0.842406877,0.735,0.986577181,0.8625
100,"((15, 15), 0, 0.2)","(15, 15)",0,0.2,0.763231198,0.685,0.86163522,0.7875
100,"((15, 15), 0, 0.5)","(15, 15)",0,0.5,0.709183673,0.695,0.723958333,0.715
100,"((15, 15), 0, 1)","(15, 15)",0,1,0.851674641,0.89,0.816513761,0.845
100,"((15, 15), 0, 1.2)","(15, 15)",0,1.2,0.878281623,0.92,0.840182648,0.8725
100,"((15, 15), 0, 1.5)","(15, 15)",0,1.5,0.909535452,0.93,0.889952153,0.9075
100,"((15, 15), 0, 2)","(15, 15)",0,2,0.933333333,0.98,0.890909091,0.93
100,"((15, 15), 0, 2.3)","(15, 15)",0,2.3,0.90521327,0.955,0.86036036,0.9
100,"((15, 15), 0, 2.5)","(15, 15)",0,2.5,0.909090909,0.95,0.871559633,0.905
100,"((15, 15), 5, 0.2)","(15, 15)",5,0.2,0.763231198,0.685,0.86163522,0.7875
100,"((15, 15), 5, 0.5)","(15, 15)",5,0.5,0.709183673,0.695,0.723958333,0.715
100,"((15, 15), 5, 1)","(15, 15)",5,1,0.851674641,0.89,0.816513761,0.845
100,"((15, 15), 5, 1.2)","(15, 15)",5,1.2,0.878281623,0.92,0.840182648,0.8725
100,"((15, 15), 5, 1.5)","(15, 15)",5,1.5,0.909535452,0.93,0.889952153,0.9075
100,"((15, 15), 5, 2)","(15, 15)",5,2,0.933333333,0.98,0.890909091,0.93
100,"((15, 15), 5, 2.3)","(15, 15)",5,2.3,0.90521327,0.955,0.86036036,0.9
100,"((15, 15), 5, 2.5)","(15, 15)",5,2.5,0.909090909,0.95,0.871559633,0.905
100,"((15, 15), 10, 0.2)","(15, 15)",10,0.2,0.734463277,0.65,0.844155844,0.765
100,"((15, 15), 10, 0.5)","(15, 15)",10,0.5,0.698060942,0.63,0.782608696,0.7275
100,"((15, 15), 10, 1)","(15, 15)",10,1,0.866498741,0.86,0.873096447,0.8675
100,"((15, 15), 10, 1.2)","(15, 15)",10,1.2,0.899497487,0.895,0.904040404,0.9
100,"((15, 15), 10, 1.5)","(15, 15)",10,1.5,0.910941476,0.895,0.92746114,0.9125
100,"((15, 15), 10, 2)","(15, 15)",10,2,0.948148148,0.96,0.936585366,0.9475
100,"((15, 15), 10, 2.3)","(15, 15)",10,2.3,0.938271605,0.95,0.926829268,0.9375
100,"((15, 15), 10, 2.5)","(15, 15)",10,2.5,0.913461538,0.95,0.87962963,0.91
100,"((15, 15), 15, 0.2)","(15, 15)",15,0.2,0.765027322,0.7,0.843373494,0.785
100,"((15, 15), 15, 0.5)","(15, 15)",15,0.5,0.815217391,0.75,0.892857143,0.83
100,"((15, 15), 15, 1)","(15, 15)",15,1,0.895140665,0.875,0.916230366,0.8975
100,"((15, 15), 15, 1.2)","(15, 15)",15,1.2,0.896373057,0.865,0.930107527,0.9
100,"((15, 15), 15, 1.5)","(15, 15)",15,1.5,0.910941476,0.895,0.92746114,0.9125
100,"((15, 15), 15, 2)","(15, 15)",15,2,0.899224806,0.87,0.930481283,0.9025
100,"((15, 15), 15, 2.3)","(15, 15)",15,2.3,0.916030534,0.9,0.932642487,0.9175
100,"((15, 15), 15, 2.5)","(15, 15)",15,2.5,0.908629442,0.895,0.922680412,0.91
100,"((15, 15), 20, 0.2)","(15, 15)",20,0.2,0.8,0.74,0.870588235,0.815
100,"((15, 15), 20, 0.5)","(15, 15)",20,0.5,0.878947368,0.835,0.927777778,0.885
100,"((15, 15), 20, 1)","(15, 15)",20,1,0.901554404,0.87,0.935483871,0.905
100,"((15, 15), 20, 1.2)","(15, 15)",20,1.2,0.912371134,0.885,0.941489362,0.915
100,"((15, 15), 20, 1.5)","(15, 15)",20,1.5,0.936386768,0.92,0.953367876,0.9375
100,"((15, 15), 20, 2)","(15, 15)",20,2,0.947368421,0.945,0.949748744,0.9475
100,"((15, 15), 20, 2.3)","(15, 15)",20,2.3,0.947103275,0.94,0.954314721,0.9475
100,"((15, 15), 20, 2.5)","(15, 15)",20,2.5,0.957605985,0.96,0.955223881,0.9575
100,"((15, 15), 25, 0.2)","(15, 15)",25,0.2,0.912,0.855,0.977142857,0.9175
100,"((15, 15), 25, 0.5)","(15, 15)",25,0.5,0.943589744,0.92,0.968421053,0.945
100,"((15, 15), 25, 1)","(15, 15)",25,1,0.94629156,0.925,0.968586387,0.9475
100,"((15, 15), 25, 1.2)","(15, 15)",25,1.2,0.962025316,0.95,0.974358974,0.9625
100,"((15, 15), 25, 1.5)","(15, 15)",25,1.5,0.959183673,0.94,0.979166667,0.96
100,"((15, 15), 25, 2)","(15, 15)",25,2,0.972431078,0.97,0.974874372,0.9725
100,"((15, 15), 25, 2.3)","(15, 15)",25,2.3,0.975,0.975,0.975,0.975
100,"((15, 15), 25, 2.5)","(15, 15)",25,2.5,0.97755611,0.98,0.975124378,0.9775
100,"((15, 15), 30, 0.2)","(15, 15)",30,0.2,0.92513369,0.865,0.994252874,0.93
100,"((15, 15), 30, 0.5)","(15, 15)",30,0.5,0.963917526,0.935,0.994680851,0.965
100,"((15, 15), 30, 1)","(15, 15)",30,1,0.969230769,0.945,0.994736842,0.97
100,"((15, 15), 30, 1.2)","(15, 15)",30,1.2,0.969230769,0.945,0.994736842,0.97
100,"((15, 15), 30, 1.5)","(15, 15)",30,1.5,0.971867008,0.95,0.994764398,0.9725
100,"((15, 15), 30, 2)","(15, 15)",30,2,0.969230769,0.945,0.994736842,0.97
100,"((15, 15), 30, 2.3)","(15, 15)",30,2.3,0.971867008,0.95,0.994764398,0.9725
100,"((15, 15), 30, 2.5)","(15, 15)",30,2.5,0.971867008,0.95,0.994764398,0.9725
100,"((15, 15), 35, 0.2)","(15, 15)",35,0.2,0.922252011,0.86,0.994219653,0.9275
100,"((15, 15), 35, 0.5)","(15, 15)",35,0.5,0.945454545,0.91,0.983783784,0.9475
100,"((15, 15), 35, 1)","(15, 15)",35,1,0.950904393,0.92,0.983957219,0.9525
100,"((15, 15), 35, 1.2)","(15, 15)",35,1.2,0.948979592,0.93,0.96875,0.95
100,"((15, 15), 35, 1.5)","(15, 15)",35,1.5,0.956298201,0.93,0.984126984,0.9575
100,"((15, 15), 35, 2)","(15, 15)",35,2,0.950904393,0.92,0.983957219,0.9525
100,"((15, 15), 35, 2.3)","(15, 15)",35,2.3,0.956298201,0.93,0.984126984,0.9575
100,"((15, 15), 35, 2.5)","(15, 15)",35,2.5,0.956298201,0.93,0.984126984,0.9575
100,"((15, 15), 40, 0.2)","(15, 15)",40,0.2,0.900269542,0.835,0.976608187,0.9075
100,"((15, 15), 40, 0.5)","(15, 15)",40,0.5,0.920634921,0.87,0.97752809,0.925
100,"((15, 15), 40, 1)","(15, 15)",40,1,0.912466844,0.86,0.971751412,0.9175
100,"((15, 15), 40, 1.2)","(15, 15)",40,1.2,0.905263158,0.86,0.955555556,0.91
100,"((15, 15), 40, 1.5)","(15, 15)",40,1.5,0.905263158,0.86,0.955555556,0.91
100,"((15, 15), 40, 2)","(15, 15)",40,2,0.908136483,0.865,0.955801105,0.9125
100,"((15, 15), 40, 2.3)","(15, 15)",40,2.3,0.907651715,0.86,0.960893855,0.9125
100,"((15, 15), 40, 2.5)","(15, 15)",40,2.5,0.907651715,0.86,0.960893855,0.9125
100,"((15, 15), 45, 0.2)","(15, 15)",45,0.2,0.861971831,0.765,0.987096774,0.8775
100,"((15, 15), 45, 0.5)","(15, 15)",45,0.5,0.859550562,0.765,0.980769231,0.875
100,"((15, 15), 45, 1)","(15, 15)",45,1,0.851540616,0.76,0.968152866,0.8675
100,"((15, 15), 45, 1.2)","(15, 15)",45,1.2,0.863509749,0.775,0.974842767,0.8775
100,"((15, 15), 45, 1.5)","(15, 15)",45,1.5,0.854748603,0.765,0.96835443,0.87
100,"((15, 15), 45, 2)","(15, 15)",45,2,0.856338028,0.76,0.980645161,0.8725
100,"((15, 15), 45, 2.3)","(15, 15)",45,2.3,0.853107345,0.755,0.980519481,0.87
100,"((15, 15), 45, 2.5)","(15, 15)",45,2.5,0.853107345,0.755,0.980519481,0.87
100,"((17, 17), 0, 0.2)","(17, 17)",0,0.2,0.759206799,0.67,0.875816993,0.7875
100,"((17, 17), 0, 0.5)","(17, 17)",0,0.5,0.743142145,0.745,0.741293532,0.7425
100,"((17, 17), 0, 1)","(17, 17)",0,1,0.854415274,0.895,0.817351598,0.8475
100,"((17, 17), 0, 1.2)","(17, 17)",0,1.2,0.881927711,0.915,0.851162791,0.8775
100,"((17, 17), 0, 1.5)","(17, 17)",0,1.5,0.919708029,0.945,0.895734597,0.9175
100,"((17, 17), 0, 2)","(17, 17)",0,2,0.940334129,0.985,0.899543379,0.9375
100,"((17, 17), 0, 2.3)","(17, 17)",0,2.3,0.919047619,0.965,0.877272727,0.915
100,"((17, 17), 0, 2.5)","(17, 17)",0,2.5,0.906921241,0.95,0.867579909,0.9025
100,"((17, 17), 5, 0.2)","(17, 17)",5,0.2,0.759206799,0.67,0.875816993,0.7875
100,"((17, 17), 5, 0.5)","(17, 17)",5,0.5,0.743142145,0.745,0.741293532,0.7425
100,"((17, 17), 5, 1)","(17, 17)",5,1,0.854415274,0.895,0.817351598,0.8475
100,"((17, 17), 5, 1.2)","(17, 17)",5,1.2,0.881927711,0.915,0.851162791,0.8775
100,"((17, 17), 5, 1.5)","(17, 17)",5,1.5,0.919708029,0.945,0.895734597,0.9175
100,"((17, 17), 5, 2)","(17, 17)",5,2,0.940334129,0.985,0.899543379,0.9375
100,"((17, 17), 5, 2.3)","(17, 17)",5,2.3,0.919047619,0.965,0.877272727,0.915
100,"((17, 17), 5, 2.5)","(17, 17)",5,2.5,0.906921241,0.95,0.867579909,0.9025
100,"((17, 17), 10, 0.2)","(17, 17)",10,0.2,0.759562842,0.695,0.837349398,0.78
100,"((17, 17), 10, 0.5)","(17, 17)",10,0.5,0.735135135,0.68,0.8,0.755
100,"((17, 17), 10, 1)","(17, 17)",10,1,0.89276808,0.895,0.890547264,0.8925
100,"((17, 17), 10, 1.2)","(17, 17)",10,1.2,0.915,0.915,0.915,0.915
100,"((17, 17), 10, 1.5)","(17, 17)",10,1.5,0.915841584,0.925,0.906862745,0.915
100,"((17, 17), 10, 2)","(17, 17)",10,2,0.955445545,0.965,0.946078431,0.955
100,"((17, 17), 10, 2.3)","(17, 17)",10,2.3,0.917475728,0.945,0.891509434,0.915
100,"((17, 17), 10, 2.5)","(17, 17)",10,2.5,0.913875598,0.955,0.876146789,0.91
100,"((17, 17), 15, 0.2)","(17, 17)",15,0.2,0.768802228,0.69,0.867924528,0.7925
100,"((17, 17), 15, 0.5)","(17, 17)",15,0.5,0.829396325,0.79,0.872928177,0.8375
100,"((17, 17), 15, 1)","(17, 17)",15,1,0.875949367,0.865,0.887179487,0.8775
100,"((17, 17), 15, 1.2)","(17, 17)",15,1.2,0.888888889,0.84,0.943820225,0.895
100,"((17, 17), 15, 1.5)","(17, 17)",15,1.5,0.910485934,0.89,0.931937173,0.9125
100,"((17, 17), 15, 2)","(17, 17)",15,2,0.923857868,0.91,0.93814433,0.925
100,"((17, 17), 15, 2.3)","(17, 17)",15,2.3,0.921914358,0.915,0.92893401,0.9225
100,"((17, 17), 15, 2.5)","(17, 17)",15,2.5,0.921119593,0.905,0.937823834,0.9225
100,"((17, 17), 20, 0.2)","(17, 17)",20,0.2,0.815013405,0.76,0.878612717,0.8275
100,"((17, 17), 20, 0.5)","(17, 17)",20,0.5,0.86631016,0.81,0.931034483,0.875
100,"((17, 17), 20, 1)","(17, 17)",20,1,0.912820513,0.89,0.936842105,0.915
100,"((17, 17), 20, 1.2)","(17, 17)",20,1.2,0.911917098,0.88,0.946236559,0.915
100,"((17, 17), 20, 1.5)","(17, 17)",20,1.5,0.929292929,0.92,0.93877551,0.93
100,"((17, 17), 20, 2)","(17, 17)",20,2,0.936708861,0.925,0.948717949,0.9375
100,"((17, 17), 20, 2.3)","(17, 17)",20,2.3,0.947103275,0.94,0.954314721,0.9475
100,"((17, 17), 20, 2.5)","(17, 17)",20,2.5,0.949748744,0.945,0.954545455,0.95
100,"((17, 17), 25, 0.2)","(17, 17)",25,0.2,0.899470899,0.85,0.95505618,0.905
100,"((17, 17), 25, 0.5)","(17, 17)",25,0.5,0.935400517,0.905,0.967914439,0.9375
100,"((17, 17), 25, 1)","(17, 17)",25,1,0.95959596,0.95,0.969387755,0.96
100,"((17, 17), 25, 1.2)","(17, 17)",25,1.2,0.954081633,0.935,0.973958333,0.955
100,"((17, 17), 25, 1.5)","(17, 17)",25,1.5,0.959183673,0.94,0.979166667,0.96
100,"((17, 17), 25, 2)","(17, 17)",25,2,0.975,0.975,0.975,0.975
100,"((17, 17), 25, 2.3)","(17, 17)",25,2.3,0.967418546,0.965,0.969849246,0.9675
100,"((17, 17), 25, 2.5)","(17, 17)",25,2.5,0.975,0.975,0.975,0.975
100,"((17, 17), 30, 0.2)","(17, 17)",30,0.2,0.930851064,0.875,0.994318182,0.935
100,"((17, 17), 30, 0.5)","(17, 17)",30,0.5,0.96373057,0.93,1,0.965
100,"((17, 17), 30, 1)","(17, 17)",30,1,0.974358974,0.95,1,0.975
100,"((17, 17), 30, 1.2)","(17, 17)",30,1.2,0.971867008,0.95,0.994764398,0.9725
100,"((17, 17), 30, 1.5)","(17, 17)",30,1.5,0.971722365,0.945,1,0.9725
100,"((17, 17), 30, 2)","(17, 17)",30,2,0.971867008,0.95,0.994764398,0.9725
100,"((17, 17), 30, 2.3)","(17, 17)",30,2.3,0.971722365,0.945,1,0.9725
100,"((17, 17), 30, 2.5)","(17, 17)",30,2.5,0.971867008,0.95,0.994764398,0.9725
100,"((17, 17), 35, 0.2)","(17, 17)",35,0.2,0.920212766,0.865,0.982954545,0.925
100,"((17, 17), 35, 0.5)","(17, 17)",35,0.5,0.953608247,0.925,0.984042553,0.955
100,"((17, 17), 35, 1)","(17, 17)",35,1,0.964102564,0.94,0.989473684,0.965
100,"((17, 17), 35, 1.2)","(17, 17)",35,1.2,0.961439589,0.935,0.989417989,0.9625
100,"((17, 17), 35, 1.5)","(17, 17)",35,1.5,0.961439589,0.935,0.989417989,0.9625
100,"((17, 17), 35, 2)","(17, 17)",35,2,0.963917526,0.935,0.994680851,0.965
100,"((17, 17), 35, 2.3)","(17, 17)",35,2.3,0.961439589,0.935,0.989417989,0.9625
100,"((17, 17), 35, 2.5)","(17, 17)",35,2.5,0.961439589,0.935,0.989417989,0.9625
100,"((17, 17), 40, 0.2)","(17, 17)",40,0.2,0.910569106,0.84,0.99408284,0.9175
100,"((17, 17), 40, 0.5)","(17, 17)",40,0.5,0.928381963,0.875,0.988700565,0.9325
100,"((17, 17), 40, 1)","(17, 17)",40,1,0.933687003,0.88,0.994350282,0.9375
100,"((17, 17), 40, 1.2)","(17, 17)",40,1.2,0.933687003,0.88,0.994350282,0.9375
100,"((17, 17), 40, 1.5)","(17, 17)",40,1.5,0.933687003,0.88,0.994350282,0.9375
100,"((17, 17), 40, 2)","(17, 17)",40,2,0.933687003,0.88,0.994350282,0.9375
100,"((17, 17), 40, 2.3)","(17, 17)",40,2.3,0.936507937,0.885,0.994382022,0.94
100,"((17, 17), 40, 2.5)","(17, 17)",40,2.5,0.936507937,0.885,0.994382022,0.94
100,"((17, 17), 45, 0.2)","(17, 17)",45,0.2,0.882833787,0.81,0.97005988,0.8925
100,"((17, 17), 45, 0.5)","(17, 17)",45,0.5,0.885869565,0.815,0.970238095,0.895
100,"((17, 17), 45, 1)","(17, 17)",45,1,0.895442359,0.835,0.965317919,0.9025
100,"((17, 17), 45, 1.2)","(17, 17)",45,1.2,0.885869565,0.815,0.970238095,0.895
100,"((17, 17), 45, 1.5)","(17, 17)",45,1.5,0.888888889,0.82,0.970414201,0.8975
100,"((17, 17), 45, 2)","(17, 17)",45,2,0.885869565,0.815,0.970238095,0.895
100,"((17, 17), 45, 2.3)","(17, 17)",45,2.3,0.885869565,0.815,0.970238095,0.895
100,"((17, 17), 45, 2.5)","(17, 17)",45,2.5,0.885869565,0.815,0.970238095,0.895
100,"((19, 19), 0, 0.2)","(19, 19)",0,0.2,0.705539359,0.605,0.846153846,0.7475
100,"((19, 19), 0, 0.5)","(19, 19)",0,0.5,0.763546798,0.775,0.752427184,0.76
100,"((19, 19), 0, 1)","(19, 19)",0,1,0.861904762,0.905,0.822727273,0.855
100,"((19, 19), 0, 1.2)","(19, 19)",0,1.2,0.888888889,0.92,0.859813084,0.885
100,"((19, 19), 0, 1.5)","(19, 19)",0,1.5,0.919047619,0.965,0.877272727,0.915
100,"((19, 19), 0, 2)","(19, 19)",0,2,0.945107399,0.99,0.904109589,0.9425
100,"((19, 19), 0, 2.3)","(19, 19)",0,2.3,0.922352941,0.98,0.871111111,0.9175
100,"((19, 19), 0, 2.5)","(19, 19)",0,2.5,0.927884615,0.965,0.893518519,0.925
100,"((19, 19), 5, 0.2)","(19, 19)",5,0.2,0.705539359,0.605,0.846153846,0.7475
100,"((19, 19), 5, 0.5)","(19, 19)",5,0.5,0.763546798,0.775,0.752427184,0.76
100,"((19, 19), 5, 1)","(19, 19)",5,1,0.861904762,0.905,0.822727273,0.855
100,"((19, 19), 5, 1.2)","(19, 19)",5,1.2,0.888888889,0.92,0.859813084,0.885
100,"((19, 19), 5, 1.5)","(19, 19)",5,1.5,0.919047619,0.965,0.877272727,0.915
100,"((19, 19), 5, 2)","(19, 19)",5,2,0.945107399,0.99,0.904109589,0.9425
100,"((19, 19), 5, 2.3)","(19, 19)",5,2.3,0.922352941,0.98,0.871111111,0.9175
100,"((19, 19), 5, 2.5)","(19, 19)",5,2.5,0.927884615,0.965,0.893518519,0.925
100,"((19, 19), 10, 0.2)","(19, 19)",10,0.2,0.730878187,0.645,0.843137255,0.7625
100,"((19, 19), 10, 0.5)","(19, 19)",10,0.5,0.767195767,0.725,0.814606742,0.78
100,"((19, 19), 10, 1)","(19, 19)",10,1,0.898263027,0.905,0.891625616,0.8975
100,"((19, 19), 10, 1.2)","(19, 19)",10,1.2,0.914572864,0.91,0.919191919,0.915
100,"((19, 19), 10, 1.5)","(19, 19)",10,1.5,0.921568627,0.94,0.903846154,0.92
100,"((19, 19), 10, 2)","(19, 19)",10,2,0.945812808,0.96,0.932038835,0.945
100,"((19, 19), 10, 2.3)","(19, 19)",10,2.3,0.934624697,0.965,0.906103286,0.9325
100,"((19, 19), 10, 2.5)","(19, 19)",10,2.5,0.93398533,0.955,0.913875598,0.9325
100,"((19, 19), 15, 0.2)","(19, 19)",15,0.2,0.699421965,0.605,0.828767123,0.74
100,"((19, 19), 15, 0.5)","(19, 19)",15,0.5,0.839050132,0.795,0.888268156,0.8475
100,"((19, 19), 15, 1)","(19, 19)",15,1,0.886075949,0.875,0.897435897,0.8875
100,"((19, 19), 15, 1.2)","(19, 19)",15,1.2,0.889473684,0.845,0.938888889,0.895
100,"((19, 19), 15, 1.5)","(19, 19)",15,1.5,0.907692308,0.885,0.931578947,0.91
100,"((19, 19), 15, 2)","(19, 19)",15,2,0.946835443,0.935,0.958974359,0.9475
100,"((19, 19), 15, 2.3)","(19, 19)",15,2.3,0.92893401,0.915,0.943298969,0.93
100,"((19, 19), 15, 2.5)","(19, 19)",15,2.5,0.927318296,0.925,0.929648241,0.9275
100,"((19, 19), 20, 0.2)","(19, 19)",20,0.2,0.784530387,0.71,0.87654321,0.805
100,"((19, 19), 20, 0.5)","(19, 19)",20,0.5,0.883597884,0.835,0.938202247,0.89
100,"((19, 19), 20, 1)","(19, 19)",20,1,0.896907216,0.87,0.925531915,0.9
100,"((19, 19), 20, 1.2)","(19, 19)",20,1.2,0.92893401,0.915,0.943298969,0.93
100,"((19, 19), 20, 1.5)","(19, 19)",20,1.5,0.93877551,0.92,0.958333333,0.94
100,"((19, 19), 20, 2)","(19, 19)",20,2,0.947368421,0.945,0.949748744,0.9475
100,"((19, 19), 20, 2.3)","(19, 19)",20,2.3,0.957605985,0.96,0.955223881,0.9575
100,"((19, 19), 20, 2.5)","(19, 19)",20,2.5,0.957605985,0.96,0.955223881,0.9575
100,"((19, 19), 25, 0.2)","(19, 19)",25,0.2,0.894736842,0.85,0.944444444,0.9
100,"((19, 19), 25, 0.5)","(19, 19)",25,0.5,0.951653944,0.935,0.968911917,0.9525
100,"((19, 19), 25, 1)","(19, 19)",25,1,0.943589744,0.92,0.968421053,0.945
100,"((19, 19), 25, 1.2)","(19, 19)",25,1.2,0.962025316,0.95,0.974358974,0.9625
100,"((19, 19), 25, 1.5)","(19, 19)",25,1.5,0.964467005,0.95,0.979381443,0.965
100,"((19, 19), 25, 2)","(19, 19)",25,2,0.967254408,0.96,0.974619289,0.9675
100,"((19, 19), 25, 2.3)","(19, 19)",25,2.3,0.975,0.975,0.975,0.975
100,"((19, 19), 25, 2.5)","(19, 19)",25,2.5,0.972568579,0.975,0.970149254,0.9725
100,"((19, 19), 30, 0.2)","(19, 19)",30,0.2,0.931216931,0.88,0.988764045,0.935
100,"((19, 19), 30, 0.5)","(19, 19)",30,0.5,0.966408269,0.935,1,0.9675
100,"((19, 19), 30, 1)","(19, 19)",30,1,0.969230769,0.945,0.994736842,0.97
100,"((19, 19), 30, 1.2)","(19, 19)",30,1.2,0.971867008,0.95,0.994764398,0.9725
100,"((19, 19), 30, 1.5)","(19, 19)",30,1.5,0.971867008,0.95,0.994764398,0.9725
100,"((19, 19), 30, 2)","(19, 19)",30,2,0.969230769,0.945,0.994736842,0.97
100,"((19, 19), 30, 2.3)","(19, 19)",30,2.3,0.974489796,0.955,0.994791667,0.975
100,"((19, 19), 30, 2.5)","(19, 19)",30,2.5,0.974489796,0.955,0.994791667,0.975
100,"((19, 19), 35, 0.2)","(19, 19)",35,0.2,0.925531915,0.87,0.988636364,0.93
100,"((19, 19), 35, 0.5)","(19, 19)",35,0.5,0.953125,0.915,0.994565217,0.955
100,"((19, 19), 35, 1)","(19, 19)",35,1,0.96373057,0.93,1,0.965
100,"((19, 19), 35, 1.2)","(19, 19)",35,1.2,0.96124031,0.93,0.994652406,0.9625
100,"((19, 19), 35, 1.5)","(19, 19)",35,1.5,0.96124031,0.93,0.994652406,0.9625
100,"((19, 19), 35, 2)","(19, 19)",35,2,0.96373057,0.93,1,0.965
100,"((19, 19), 35, 2.3)","(19, 19)",35,2.3,0.96124031,0.93,0.994652406,0.9625
100,"((19, 19), 35, 2.5)","(19, 19)",35,2.5,0.96124031,0.93,0.994652406,0.9625
100,"((19, 19), 40, 0.2)","(19, 19)",40,0.2,0.939632546,0.895,0.988950276,0.9425
100,"((19, 19), 40, 0.5)","(19, 19)",40,0.5,0.947916667,0.91,0.989130435,0.95
100,"((19, 19), 40, 1)","(19, 19)",40,1,0.953367876,0.92,0.989247312,0.955
100,"((19, 19), 40, 1.2)","(19, 19)",40,1.2,0.956072351,0.925,0.989304813,0.9575
100,"((19, 19), 40, 1.5)","(19, 19)",40,1.5,0.953367876,0.92,0.989247312,0.955
100,"((19, 19), 40, 2)","(19, 19)",40,2,0.953367876,0.92,0.989247312,0.955
100,"((19, 19), 40, 2.3)","(19, 19)",40,2.3,0.950649351,0.915,0.989189189,0.9525
100,"((19, 19), 40, 2.5)","(19, 19)",40,2.5,0.950649351,0.915,0.989189189,0.9525
100,"((19, 19), 45, 0.2)","(19, 19)",45,0.2,0.904632153,0.83,0.994011976,0.9125
100,"((19, 19), 45, 0.5)","(19, 19)",45,0.5,0.91689008,0.855,0.988439306,0.9225
100,"((19, 19), 45, 1)","(19, 19)",45,1,0.919786096,0.86,0.988505747,0.925
100,"((19, 19), 45, 1.2)","(19, 19)",45,1.2,0.913513514,0.845,0.994117647,0.92
100,"((19, 19), 45, 1.5)","(19, 19)",45,1.5,0.91689008,0.855,0.988439306,0.9225
100,"((19, 19), 45, 2)","(19, 19)",45,2,0.913978495,0.85,0.988372093,0.92
100,"((19, 19), 45, 2.3)","(19, 19)",45,2.3,0.911051213,0.845,0.988304094,0.9175
