data_points,pair_l,mean_shape,difference,division,f1,recall,precision,accuracy
100,"((19, 19), 45, 2.5)","(19, 19)",45,2.5,0.911051213,0.845,0.988304094,0.9175
100,"((21, 21), 0, 0.2)","(21, 21)",0,0.2,0.725212465,0.64,0.836601307,0.7575
100,"((21, 21), 0, 0.5)","(21, 21)",0,0.5,0.784503632,0.81,0.76056338,0.7775
100,"((21, 21), 0, 1)","(21, 21)",0,1,0.885167464,0.925,0.848623853,0.88
100,"((21, 21), 0, 1.2)","(21, 21)",0,1.2,0.902912621,0.93,0.877358491,0.9
100,"((21, 21), 0, 1.5)","(21, 21)",0,1.5,0.934624697,0.965,0.906103286,0.9325
100,"((21, 21), 0, 2)","(21, 21)",0,2,0.942857143,0.99,0.9,0.94
100,"((21, 21), 0, 2.3)","(21, 21)",0,2.3,0.922716628,0.985,0.86784141,0.9175
100,"((21, 21), 0, 2.5)","(21, 21)",0,2.5,0.942583732,0.985,0.903669725,0.94
100,"((21, 21), 5, 0.2)","(21, 21)",5,0.2,0.725212465,0.64,0.836601307,0.7575
100,"((21, 21), 5, 0.5)","(21, 21)",5,0.5,0.784503632,0.81,0.76056338,0.7775
100,"((21, 21), 5, 1)","(21, 21)",5,1,0.885167464,0.925,0.848623853,0.88
100,"((21, 21), 5, 1.2)","(21, 21)",5,1.2,0.902912621,0.93,0.877358491,0.9
100,"((21, 21), 5, 1.5)","(21, 21)",5,1.5,0.934624697,0.965,0.906103286,0.9325
100,"((21, 21), 5, 2)","(21, 21)",5,2,0.942857143,0.99,0.9,0.94
100,"((21, 21), 5, 2.3)","(21, 21)",5,2.3,0.922716628,0.985,0.86784141,0.9175
100,"((21, 21), 5, 2.5)","(21, 21)",5,2.5,0.942583732,0.985,0.903669725,0.94
100,"((21, 21), 10, 0.2)","(21, 21)",10,0.2,0.710601719,0.62,0.832214765,0.7475
100,"((21, 21), 10, 0.5)","(21, 21)",10,0.5,0.771653543,0.735,0.812154696,0.7825
100,"((21, 21), 10, 1)","(21, 21)",10,1,0.915422886,0.92,0.910891089,0.915
100,"((21, 21), 10, 1.2)","(21, 21)",10,1.2,0.93,0.93,0.93,0.93
100,"((21, 21), 10, 1.5)","(21, 21)",10,1.5,0.938574939,0.955,0.922705314,0.9375
100,"((21, 21), 10, 2)","(21, 21)",10,2,0.955882353,0.975,0.9375,0.955
100,"((21, 21), 10, 2.3)","(21, 21)",10,2.3,0.930120482,0.965,0.897674419,0.9275
100,"((21, 21), 10, 2.5)","(21, 21)",10,2.5,0.921615202,0.97,0.877828054,0.9175
100,"((21, 21), 15, 0.2)","(21, 21)",15,0.2,0.719101124,0.64,0.820512821,0.75
100,"((21, 21), 15, 0.5)","(21, 21)",15,0.5,0.823529412,0.77,0.885057471,0.835
100,"((21, 21), 15, 1)","(21, 21)",15,1,0.879396985,0.875,0.883838384,0.88
100,"((21, 21), 15, 1.2)","(21, 21)",15,1.2,0.90726817,0.905,0.909547739,0.9075
100,"((21, 21), 15, 1.5)","(21, 21)",15,1.5,0.909090909,0.9,0.918367347,0.91
100,"((21, 21), 15, 2)","(21, 21)",15,2,0.923076923,0.93,0.916256158,0.9225
100,"((21, 21), 15, 2.3)","(21, 21)",15,2.3,0.921182266,0.935,0.90776699,0.92
100,"((21, 21), 15, 2.5)","(21, 21)",15,2.5,0.92345679,0.935,0.912195122,0.9225
100,"((21, 21), 20, 0.2)","(21, 21)",20,0.2,0.786885246,0.72,0.86746988,0.805
100,"((21, 21), 20, 0.5)","(21, 21)",20,0.5,0.890625,0.855,0.929347826,0.895
100,"((21, 21), 20, 1)","(21, 21)",20,1,0.907692308,0.885,0.931578947,0.91
100,"((21, 21), 20, 1.2)","(21, 21)",20,1.2,0.92893401,0.915,0.943298969,0.93
100,"((21, 21), 20, 1.5)","(21, 21)",20,1.5,0.93877551,0.92,0.958333333,0.94
100,"((21, 21), 20, 2)","(21, 21)",20,2,0.947368421,0.945,0.949748744,0.9475
100,"((21, 21), 20, 2.3)","(21, 21)",20,2.3,0.952380952,0.95,0.954773869,0.9525
100,"((21, 21), 20, 2.5)","(21, 21)",20,2.5,0.955,0.955,0.955,0.955
100,"((21, 21), 25, 0.2)","(21, 21)",25,0.2,0.905263158,0.86,0.955555556,0.91
100,"((21, 21), 25, 0.5)","(21, 21)",25,0.5,0.948979592,0.93,0.96875,0.95
100,"((21, 21), 25, 1)","(21, 21)",25,1,0.95959596,0.95,0.969387755,0.96
100,"((21, 21), 25, 1.2)","(21, 21)",25,1.2,0.954314721,0.94,0.969072165,0.955
100,"((21, 21), 25, 1.5)","(21, 21)",25,1.5,0.967088608,0.955,0.979487179,0.9675
100,"((21, 21), 25, 2)","(21, 21)",25,2,0.962216625,0.955,0.969543147,0.9625
100,"((21, 21), 25, 2.3)","(21, 21)",25,2.3,0.972704715,0.98,0.965517241,0.9725
100,"((21, 21), 25, 2.5)","(21, 21)",25,2.5,0.972704715,0.98,0.965517241,0.9725
100,"((21, 21), 30, 0.2)","(21, 21)",30,0.2,0.926315789,0.88,0.977777778,0.93
100,"((21, 21), 30, 0.5)","(21, 21)",30,0.5,0.969230769,0.945,0.994736842,0.97
100,"((21, 21), 30, 1)","(21, 21)",30,1,0.971867008,0.95,0.994764398,0.9725
100,"((21, 21), 30, 1.2)","(21, 21)",30,1.2,0.969387755,0.95,0.989583333,0.97
100,"((21, 21), 30, 1.5)","(21, 21)",30,1.5,0.966751918,0.945,0.989528796,0.9675
100,"((21, 21), 30, 2)","(21, 21)",30,2,0.966751918,0.945,0.989528796,0.9675
100,"((21, 21), 30, 2.3)","(21, 21)",30,2.3,0.969387755,0.95,0.989583333,0.97
100,"((21, 21), 30, 2.5)","(21, 21)",30,2.5,0.969387755,0.95,0.989583333,0.97
100,"((21, 21), 35, 0.2)","(21, 21)",35,0.2,0.925531915,0.87,0.988636364,0.93
100,"((21, 21), 35, 0.5)","(21, 21)",35,0.5,0.958549223,0.925,0.994623656,0.96
100,"((21, 21), 35, 1)","(21, 21)",35,1,0.963917526,0.935,0.994680851,0.965
100,"((21, 21), 35, 1.2)","(21, 21)",35,1.2,0.963917526,0.935,0.994680851,0.965
100,"((21, 21), 35, 1.5)","(21, 21)",35,1.5,0.961439589,0.935,0.989417989,0.9625
100,"((21, 21), 35, 2)","(21, 21)",35,2,0.966751918,0.945,0.989528796,0.9675
100,"((21, 21), 35, 2.3)","(21, 21)",35,2.3,0.966751918,0.945,0.989528796,0.9675
100,"((21, 21), 35, 2.5)","(21, 21)",35,2.5,0.961439589,0.935,0.989417989,0.9625
100,"((21, 21), 40, 0.2)","(21, 21)",40,0.2,0.920212766,0.865,0.982954545,0.925
100,"((21, 21), 40, 0.5)","(21, 21)",40,0.5,0.950391645,0.91,0.994535519,0.9525
100,"((21, 21), 40, 1)","(21, 21)",40,1,0.953125,0.915,0.994565217,0.955
100,"((21, 21), 40, 1.2)","(21, 21)",40,1.2,0.953125,0.915,0.994565217,0.955
100,"((21, 21), 40, 1.5)","(21, 21)",40,1.5,0.953125,0.915,0.994565217,0.955
100,"((21, 21), 40, 2)","(21, 21)",40,2,0.950391645,0.91,0.994535519,0.9525
100,"((21, 21), 40, 2.3)","(21, 21)",40,2.3,0.94488189,0.9,0.994475138,0.9475
100,"((21, 21), 40, 2.5)","(21, 21)",40,2.5,0.94488189,0.9,0.994475138,0.9475
100,"((21, 21), 45, 0.2)","(21, 21)",45,0.2,0.917333333,0.86,0.982857143,0.9225
100,"((21, 21), 45, 0.5)","(21, 21)",45,0.5,0.925531915,0.87,0.988636364,0.93
100,"((21, 21), 45, 1)","(21, 21)",45,1,0.931216931,0.88,0.988764045,0.935
100,"((21, 21), 45, 1.2)","(21, 21)",45,1.2,0.925531915,0.87,0.988636364,0.93
100,"((21, 21), 45, 1.5)","(21, 21)",45,1.5,0.931216931,0.88,0.988764045,0.935
100,"((21, 21), 45, 2)","(21, 21)",45,2,0.931216931,0.88,0.988764045,0.935
100,"((21, 21), 45, 2.3)","(21, 21)",45,2.3,0.928,0.87,0.994285714,0.9325
100,"((21, 21), 45, 2.5)","(21, 21)",45,2.5,0.928,0.87,0.994285714,0.9325
100,"((23, 23), 0, 0.2)","(23, 23)",0,0.2,0.69740634,0.605,0.823129252,0.7375
100,"((23, 23), 0, 0.5)","(23, 23)",0,0.5,0.787286064,0.805,0.770334928,0.7825
100,"((23, 23), 0, 1)","(23, 23)",0,1,0.892601432,0.935,0.853881279,0.8875
100,"((23, 23), 0, 1.2)","(23, 23)",0,1.2,0.908653846,0.945,0.875,0.905
100,"((23, 23), 0, 1.5)","(23, 23)",0,1.5,0.930120482,0.965,0.897674419,0.9275
100,"((23, 23), 0, 2)","(23, 23)",0,2,0.95215311,0.995,0.912844037,0.95
100,"((23, 23), 0, 2.3)","(23, 23)",0,2.3,0.927058824,0.985,0.875555556,0.9225
100,"((23, 23), 0, 2.5)","(23, 23)",0,2.5,0.93144208,0.985,0.883408072,0.9275
100,"((23, 23), 5, 0.2)","(23, 23)",5,0.2,0.69740634,0.605,0.823129252,0.7375
100,"((23, 23), 5, 0.5)","(23, 23)",5,0.5,0.787286064,0.805,0.770334928,0.7825
100,"((23, 23), 5, 1)","(23, 23)",5,1,0.892601432,0.935,0.853881279,0.8875
100,"((23, 23), 5, 1.2)","(23, 23)",5,1.2,0.908653846,0.945,0.875,0.905
100,"((23, 23), 5, 1.5)","(23, 23)",5,1.5,0.930120482,0.965,0.897674419,0.9275
100,"((23, 23), 5, 2)","(23, 23)",5,2,0.95215311,0.995,0.912844037,0.95
100,"((23, 23), 5, 2.3)","(23, 23)",5,2.3,0.927058824,0.985,0.875555556,0.9225
100,"((23, 23), 5, 2.5)","(23, 23)",5,2.5,0.93144208,0.985,0.883408072,0.9275
100,"((23, 23), 10, 0.2)","(23, 23)",10,0.2,0.701149425,0.61,0.824324324,0.74
100,"((23, 23), 10, 0.5)","(23, 23)",10,0.5,0.779220779,0.75,0.810810811,0.7875
100,"((23, 23), 10, 1)","(23, 23)",10,1,0.914004914,0.93,0.898550725,0.9125
100,"((23, 23), 10, 1.2)","(23, 23)",10,1.2,0.937965261,0.945,0.931034483,0.9375
100,"((23, 23), 10, 1.5)","(23, 23)",10,1.5,0.924574209,0.95,0.900473934,0.9225
100,"((23, 23), 10, 2)","(23, 23)",10,2,0.95377129,0.98,0.928909953,0.9525
100,"((23, 23), 10, 2.3)","(23, 23)",10,2.3,0.923809524,0.97,0.881818182,0.92
100,"((23, 23), 10, 2.5)","(23, 23)",10,2.5,0.923444976,0.965,0.885321101,0.92
100,"((23, 23), 15, 0.2)","(23, 23)",15,0.2,0.672413793,0.585,0.790540541,0.715
100,"((23, 23), 15, 0.5)","(23, 23)",15,0.5,0.825737265,0.77,0.89017341,0.8375
100,"((23, 23), 15, 1)","(23, 23)",15,1,0.884422111,0.88,0.888888889,0.885
100,"((23, 23), 15, 1.2)","(23, 23)",15,1.2,0.908641975,0.92,0.897560976,0.9075
100,"((23, 23), 15, 1.5)","(23, 23)",15,1.5,0.916455696,0.905,0.928205128,0.9175
100,"((23, 23), 15, 2)","(23, 23)",15,2,0.932668329,0.935,0.930348259,0.9325
100,"((23, 23), 15, 2.3)","(23, 23)",15,2.3,0.931034483,0.945,0.917475728,0.93
100,"((23, 23), 15, 2.5)","(23, 23)",15,2.5,0.920792079,0.93,0.911764706,0.92
100,"((23, 23), 20, 0.2)","(23, 23)",20,0.2,0.796747967,0.735,0.869822485,0.8125
100,"((23, 23), 20, 0.5)","(23, 23)",20,0.5,0.904392765,0.875,0.935828877,0.9075
100,"((23, 23), 20, 1)","(23, 23)",20,1,0.924281984,0.885,0.967213115,0.9275
100,"((23, 23), 20, 1.2)","(23, 23)",20,1.2,0.940874036,0.915,0.968253968,0.9425
100,"((23, 23), 20, 1.5)","(23, 23)",20,1.5,0.930232558,0.9,0.962566845,0.9325
100,"((23, 23), 20, 2)","(23, 23)",20,2,0.959390863,0.945,0.974226804,0.96
100,"((23, 23), 20, 2.3)","(23, 23)",20,2.3,0.959798995,0.955,0.964646465,0.96
100,"((23, 23), 20, 2.5)","(23, 23)",20,2.5,0.959798995,0.955,0.964646465,0.96
100,"((23, 23), 25, 0.2)","(23, 23)",25,0.2,0.888888889,0.84,0.943820225,0.895
100,"((23, 23), 25, 0.5)","(23, 23)",25,0.5,0.938461538,0.915,0.963157895,0.94
100,"((23, 23), 25, 1)","(23, 23)",25,1,0.933333333,0.91,0.957894737,0.935
100,"((23, 23), 25, 1.2)","(23, 23)",25,1.2,0.946835443,0.935,0.958974359,0.9475
100,"((23, 23), 25, 1.5)","(23, 23)",25,1.5,0.959798995,0.955,0.964646465,0.96
100,"((23, 23), 25, 2)","(23, 23)",25,2,0.96,0.96,0.96,0.96
100,"((23, 23), 25, 2.3)","(23, 23)",25,2.3,0.967741935,0.975,0.960591133,0.9675
100,"((23, 23), 25, 2.5)","(23, 23)",25,2.5,0.967741935,0.975,0.960591133,0.9675
100,"((23, 23), 30, 0.2)","(23, 23)",30,0.2,0.928,0.87,0.994285714,0.9325
100,"((23, 23), 30, 0.5)","(23, 23)",30,0.5,0.969230769,0.945,0.994736842,0.97
100,"((23, 23), 30, 1)","(23, 23)",30,1,0.974489796,0.955,0.994791667,0.975
100,"((23, 23), 30, 1.2)","(23, 23)",30,1.2,0.974489796,0.955,0.994791667,0.975
100,"((23, 23), 30, 1.5)","(23, 23)",30,1.5,0.972010178,0.955,0.989637306,0.9725
100,"((23, 23), 30, 2)","(23, 23)",30,2,0.974489796,0.955,0.994791667,0.975
100,"((23, 23), 30, 2.3)","(23, 23)",30,2.3,0.971867008,0.95,0.994764398,0.9725
100,"((23, 23), 30, 2.5)","(23, 23)",30,2.5,0.974489796,0.955,0.994791667,0.975
100,"((23, 23), 35, 0.2)","(23, 23)",35,0.2,0.928381963,0.875,0.988700565,0.9325
100,"((23, 23), 35, 0.5)","(23, 23)",35,0.5,0.963917526,0.935,0.994680851,0.965
100,"((23, 23), 35, 1)","(23, 23)",35,1,0.969230769,0.945,0.994736842,0.97
100,"((23, 23), 35, 1.2)","(23, 23)",35,1.2,0.966580977,0.94,0.994708995,0.9675
100,"((23, 23), 35, 1.5)","(23, 23)",35,1.5,0.966580977,0.94,0.994708995,0.9675
100,"((23, 23), 35, 2)","(23, 23)",35,2,0.963917526,0.935,0.994680851,0.965
100,"((23, 23), 35, 2.3)","(23, 23)",35,2.3,0.966580977,0.94,0.994708995,0.9675
100,"((23, 23), 35, 2.5)","(23, 23)",35,2.5,0.964102564,0.94,0.989473684,0.965
100,"((23, 23), 40, 0.2)","(23, 23)",40,0.2,0.942408377,0.9,0.989010989,0.945
100,"((23, 23), 40, 0.5)","(23, 23)",40,0.5,0.947916667,0.91,0.989130435,0.95
100,"((23, 23), 40, 1)","(23, 23)",40,1,0.950649351,0.915,0.989189189,0.9525
100,"((23, 23), 40, 1.2)","(23, 23)",40,1.2,0.948186528,0.915,0.983870968,0.95
100,"((23, 23), 40, 1.5)","(23, 23)",40,1.5,0.950649351,0.915,0.989189189,0.9525
100,"((23, 23), 40, 2)","(23, 23)",40,2,0.950649351,0.915,0.989189189,0.9525
100,"((23, 23), 40, 2.3)","(23, 23)",40,2.3,0.950649351,0.915,0.989189189,0.9525
100,"((23, 23), 40, 2.5)","(23, 23)",40,2.5,0.950649351,0.915,0.989189189,0.9525
100,"((23, 23), 45, 0.2)","(23, 23)",45,0.2,0.91689008,0.855,0.988439306,0.9225
100,"((23, 23), 45, 0.5)","(23, 23)",45,0.5,0.925531915,0.87,0.988636364,0.93
100,"((23, 23), 45, 1)","(23, 23)",45,1,0.928381963,0.875,0.988700565,0.9325
100,"((23, 23), 45, 1.2)","(23, 23)",45,1.2,0.931216931,0.88,0.988764045,0.935
100,"((23, 23), 45, 1.5)","(23, 23)",45,1.5,0.931216931,0.88,0.988764045,0.935
100,"((23, 23), 45, 2)","(23, 23)",45,2,0.928381963,0.875,0.988700565,0.9325
100,"((23, 23), 45, 2.3)","(23, 23)",45,2.3,0.931216931,0.88,0.988764045,0.935
100,"((23, 23), 45, 2.5)","(23, 23)",45,2.5,0.931216931,0.88,0.988764045,0.935
100,"((25, 25), 0, 0.2)","(25, 25)",0,0.2,0.741666667,0.89,0.635714286,0.69
100,"((25, 25), 0, 0.5)","(25, 25)",0,0.5,0.571428571,0.77,0.454277286,0.4225
100,"((25, 25), 0, 1)","(25, 25)",0,1,0.797843666,0.74,0.865497076,0.8125
100,"((25, 25), 0, 1.2)","(25, 25)",0,1.2,0.796561605,0.695,0.932885906,0.8225
100,"((25, 25), 0, 1.5)","(25, 25)",0,1.5,0.90237467,0.855,0.955307263,0.9075
100,"((25, 25), 0, 2)","(25, 25)",0,2,0.752252252,0.835,0.68442623,0.725
100,"((25, 25), 0, 2.3)","(25, 25)",0,2.3,0.846715328,0.87,0.82464455,0.8425
100,"((25, 25), 0, 2.5)","(25, 25)",0,2.5,0.789598109,0.835,0.748878924,0.7775
100,"((25, 25), 5, 0.2)","(25, 25)",5,0.2,0.741666667,0.89,0.635714286,0.69
100,"((25, 25), 5, 0.5)","(25, 25)",5,0.5,0.571428571,0.77,0.454277286,0.4225
100,"((25, 25), 5, 1)","(25, 25)",5,1,0.797843666,0.74,0.865497076,0.8125
100,"((25, 25), 5, 1.2)","(25, 25)",5,1.2,0.796561605,0.695,0.932885906,0.8225
100,"((25, 25), 5, 1.5)","(25, 25)",5,1.5,0.90237467,0.855,0.955307263,0.9075
100,"((25, 25), 5, 2)","(25, 25)",5,2,0.752252252,0.835,0.68442623,0.725
100,"((25, 25), 5, 2.3)","(25, 25)",5,2.3,0.846715328,0.87,0.82464455,0.8425
100,"((25, 25), 5, 2.5)","(25, 25)",5,2.5,0.789598109,0.835,0.748878924,0.7775
100,"((25, 25), 10, 0.2)","(25, 25)",10,0.2,0.738589212,0.89,0.631205674,0.685
100,"((25, 25), 10, 0.5)","(25, 25)",10,0.5,0.619230769,0.805,0.503125,0.505
100,"((25, 25), 10, 1)","(25, 25)",10,1,0.831099196,0.775,0.895953757,0.8425
100,"((25, 25), 10, 1.2)","(25, 25)",10,1.2,0.872340426,0.82,0.931818182,0.88
100,"((25, 25), 10, 1.5)","(25, 25)",10,1.5,0.886010363,0.855,0.919354839,0.89
100,"((25, 25), 10, 2)","(25, 25)",10,2,0.787096774,0.915,0.690566038,0.7525
100,"((25, 25), 10, 2.3)","(25, 25)",10,2.3,0.674509804,0.86,0.55483871,0.585
100,"((25, 25), 10, 2.5)","(25, 25)",10,2.5,0.648543689,0.835,0.53015873,0.5475
100,"((25, 25), 15, 0.2)","(25, 25)",15,0.2,0.748414376,0.885,0.648351648,0.7025
100,"((25, 25), 15, 0.5)","(25, 25)",15,0.5,0.774058577,0.925,0.665467626,0.73
100,"((25, 25), 15, 1)","(25, 25)",15,1,0.766666667,0.92,0.657142857,0.72
100,"((25, 25), 15, 1.2)","(25, 25)",15,1.2,0.895377129,0.92,0.872037915,0.8925
100,"((25, 25), 15, 1.5)","(25, 25)",15,1.5,0.762886598,0.925,0.649122807,0.7125
100,"((25, 25), 15, 2)","(25, 25)",15,2,0.824561404,0.94,0.734375,0.8
100,"((25, 25), 15, 2.3)","(25, 25)",15,2.3,0.764957265,0.895,0.667910448,0.725
100,"((25, 25), 15, 2.5)","(25, 25)",15,2.5,0.751565762,0.9,0.64516129,0.7025
100,"((25, 25), 20, 0.2)","(25, 25)",20,0.2,0.828703704,0.895,0.771551724,0.815
100,"((25, 25), 20, 0.5)","(25, 25)",20,0.5,0.893111639,0.94,0.850678733,0.8875
100,"((25, 25), 20, 1)","(25, 25)",20,1,0.907407407,0.98,0.844827586,0.9
100,"((25, 25), 20, 1.2)","(25, 25)",20,1.2,0.907834101,0.985,0.841880342,0.9
100,"((25, 25), 20, 1.5)","(25, 25)",20,1.5,0.909512761,0.98,0.848484848,0.9025
100,"((25, 25), 20, 2)","(25, 25)",20,2,0.905660377,0.96,0.857142857,0.9
100,"((25, 25), 20, 2.3)","(25, 25)",20,2.3,0.90487239,0.975,0.844155844,0.8975
100,"((25, 25), 20, 2.5)","(25, 25)",20,2.5,0.907834101,0.985,0.841880342,0.9
100,"((25, 25), 25, 0.2)","(25, 25)",25,0.2,0.888888889,0.9,0.87804878,0.8875
100,"((25, 25), 25, 0.5)","(25, 25)",25,0.5,0.944038929,0.97,0.91943128,0.9425
100,"((25, 25), 25, 1)","(25, 25)",25,1,0.949640288,0.99,0.912442396,0.9475
100,"((25, 25), 25, 1.2)","(25, 25)",25,1.2,0.947368421,0.99,0.908256881,0.945
100,"((25, 25), 25, 1.5)","(25, 25)",25,1.5,0.947368421,0.99,0.908256881,0.945
100,"((25, 25), 25, 2)","(25, 25)",25,2,0.947368421,0.99,0.908256881,0.945
100,"((25, 25), 25, 2.3)","(25, 25)",25,2.3,0.949640288,0.99,0.912442396,0.9475
100,"((25, 25), 25, 2.5)","(25, 25)",25,2.5,0.951923077,0.99,0.916666667,0.95
100,"((25, 25), 30, 0.2)","(25, 25)",30,0.2,0.922305764,0.92,0.924623116,0.9225
100,"((25, 25), 30, 0.5)","(25, 25)",30,0.5,0.962962963,0.975,0.951219512,0.9625
100,"((25, 25), 30, 1)","(25, 25)",30,1,0.97044335,0.985,0.95631068,0.97
100,"((25, 25), 30, 1.2)","(25, 25)",30,1.2,0.967901235,0.98,0.956097561,0.9675
100,"((25, 25), 30, 1.5)","(25, 25)",30,1.5,0.972839506,0.985,0.96097561,0.9725
100,"((25, 25), 30, 2)","(25, 25)",30,2,0.967901235,0.98,0.956097561,0.9675
100,"((25, 25), 30, 2.3)","(25, 25)",30,2.3,0.968058968,0.985,0.951690821,0.9675
100,"((25, 25), 30, 2.5)","(25, 25)",30,2.5,0.967901235,0.98,0.956097561,0.9675
100,"((25, 25), 35, 0.2)","(25, 25)",35,0.2,0.954081633,0.935,0.973958333,0.955
100,"((25, 25), 35, 0.5)","(25, 25)",35,0.5,0.959798995,0.955,0.964646465,0.96
100,"((25, 25), 35, 1)","(25, 25)",35,1,0.97,0.97,0.97,0.97
100,"((25, 25), 35, 1.2)","(25, 25)",35,1.2,0.965,0.965,0.965,0.965
100,"((25, 25), 35, 1.5)","(25, 25)",35,1.5,0.969849246,0.965,0.974747475,0.97
100,"((25, 25), 35, 2)","(25, 25)",35,2,0.97,0.97,0.97,0.97
100,"((25, 25), 35, 2.3)","(25, 25)",35,2.3,0.975,0.975,0.975,0.975
100,"((25, 25), 35, 2.5)","(25, 25)",35,2.5,0.97,0.97,0.97,0.97
100,"((25, 25), 40, 0.2)","(25, 25)",40,0.2,0.953367876,0.92,0.989247312,0.955
100,"((25, 25), 40, 0.5)","(25, 25)",40,0.5,0.95140665,0.93,0.97382199,0.9525
100,"((25, 25), 40, 1)","(25, 25)",40,1,0.961439589,0.935,0.989417989,0.9625
100,"((25, 25), 40, 1.2)","(25, 25)",40,1.2,0.964102564,0.94,0.989473684,0.965
100,"((25, 25), 40, 1.5)","(25, 25)",40,1.5,0.958974359,0.935,0.984210526,0.96
100,"((25, 25), 40, 2)","(25, 25)",40,2,0.964102564,0.94,0.989473684,0.965
100,"((25, 25), 40, 2.3)","(25, 25)",40,2.3,0.958974359,0.935,0.984210526,0.96
100,"((25, 25), 40, 2.5)","(25, 25)",40,2.5,0.961636829,0.94,0.984293194,0.9625
100,"((25, 25), 45, 0.2)","(25, 25)",45,0.2,0.942105263,0.895,0.994444444,0.945
100,"((25, 25), 45, 0.5)","(25, 25)",45,0.5,0.939632546,0.895,0.988950276,0.9425
100,"((25, 25), 45, 1)","(25, 25)",45,1,0.937172775,0.895,0.983516484,0.94
100,"((25, 25), 45, 1.2)","(25, 25)",45,1.2,0.931937173,0.89,0.978021978,0.935
100,"((25, 25), 45, 1.5)","(25, 25)",45,1.5,0.931578947,0.885,0.983333333,0.935
100,"((25, 25), 45, 2)","(25, 25)",45,2,0.937172775,0.895,0.983516484,0.94
100,"((25, 25), 45, 2.3)","(25, 25)",45,2.3,0.937172775,0.895,0.983516484,0.94
100,"((25, 25), 45, 2.5)","(25, 25)",45,2.5,0.937172775,0.895,0.983516484,0.94
100,"((27, 27), 0, 0.2)","(27, 27)",0,0.2,0.734020619,0.89,0.624561404,0.6775
100,"((27, 27), 0, 0.5)","(27, 27)",0,0.5,0.551594747,0.735,0.441441441,0.4025
100,"((27, 27), 0, 1)","(27, 27)",0,1,0.801104972,0.725,0.895061728,0.82
100,"((27, 27), 0, 1.2)","(27, 27)",0,1.2,0.810055866,0.725,0.917721519,0.83
100,"((27, 27), 0, 1.5)","(27, 27)",0,1.5,0.909090909,0.85,0.977011494,0.915
100,"((27, 27), 0, 2)","(27, 27)",0,2,0.735930736,0.85,0.648854962,0.695
100,"((27, 27), 0, 2.3)","(27, 27)",0,2.3,0.852216749,0.865,0.839805825,0.85
100,"((27, 27), 0, 2.5)","(27, 27)",0,2.5,0.795238095,0.835,0.759090909,0.785
100,"((27, 27), 5, 0.2)","(27, 27)",5,0.2,0.734020619,0.89,0.624561404,0.6775
100,"((27, 27), 5, 0.5)","(27, 27)",5,0.5,0.551594747,0.735,0.441441441,0.4025
100,"((27, 27), 5, 1)","(27, 27)",5,1,0.801104972,0.725,0.895061728,0.82
100,"((27, 27), 5, 1.2)","(27, 27)",5,1.2,0.810055866,0.725,0.917721519,0.83
100,"((27, 27), 5, 1.5)","(27, 27)",5,1.5,0.909090909,0.85,0.977011494,0.915
100,"((27, 27), 5, 2)","(27, 27)",5,2,0.735930736,0.85,0.648854962,0.695
100,"((27, 27), 5, 2.3)","(27, 27)",5,2.3,0.852216749,0.865,0.839805825,0.85
100,"((27, 27), 5, 2.5)","(27, 27)",5,2.5,0.795238095,0.835,0.759090909,0.785
100,"((27, 27), 10, 0.2)","(27, 27)",10,0.2,0.73553719,0.89,0.626760563,0.68
100,"((27, 27), 10, 0.5)","(27, 27)",10,0.5,0.605108055,0.77,0.498381877,0.4975
100,"((27, 27), 10, 1)","(27, 27)",10,1,0.849462366,0.79,0.918604651,0.86
100,"((27, 27), 10, 1.2)","(27, 27)",10,1.2,0.899224806,0.87,0.930481283,0.9025
100,"((27, 27), 10, 1.5)","(27, 27)",10,1.5,0.898701299,0.865,0.935135135,0.9025
100,"((27, 27), 10, 2)","(27, 27)",10,2,0.742138365,0.885,0.63898917,0.6925
100,"((27, 27), 10, 2.3)","(27, 27)",10,2.3,0.66796875,0.855,0.548076923,0.575
100,"((27, 27), 10, 2.5)","(27, 27)",10,2.5,0.655105973,0.85,0.532915361,0.5525
100,"((27, 27), 15, 0.2)","(27, 27)",15,0.2,0.742268041,0.9,0.631578947,0.6875
100,"((27, 27), 15, 0.5)","(27, 27)",15,0.5,0.777777778,0.945,0.660839161,0.73
100,"((27, 27), 15, 1)","(27, 27)",15,1,0.753564155,0.925,0.635738832,0.6975
100,"((27, 27), 15, 1.2)","(27, 27)",15,1.2,0.895883777,0.925,0.868544601,0.8925
100,"((27, 27), 15, 1.5)","(27, 27)",15,1.5,0.742268041,0.9,0.631578947,0.6875
100,"((27, 27), 15, 2)","(27, 27)",15,2,0.844444444,0.95,0.76,0.825
100,"((27, 27), 15, 2.3)","(27, 27)",15,2.3,0.7625,0.915,0.653571429,0.715
100,"((27, 27), 15, 2.5)","(27, 27)",15,2.5,0.735294118,0.875,0.634057971,0.685
100,"((27, 27), 20, 0.2)","(27, 27)",20,0.2,0.827906977,0.89,0.773913043,0.815
100,"((27, 27), 20, 0.5)","(27, 27)",20,0.5,0.894117647,0.95,0.844444444,0.8875
100,"((27, 27), 20, 1)","(27, 27)",20,1,0.904428904,0.97,0.847161572,0.8975
100,"((27, 27), 20, 1.2)","(27, 27)",20,1.2,0.906976744,0.975,0.847826087,0.9
