,data_points,pair_l,mean_shape,difference,division,f1,recall,precision,accuracy
241,500,"((13, 13), 0, 0.5)","(13, 13)",0,0.5,0.6793478260869565,0.625,0.7440476190476191,0.705
242,500,"((13, 13), 0, 1)","(13, 13)",0,1.0,0.8522167487684729,0.865,0.8398058252427184,0.85
243,500,"((13, 13), 0, 1.2)","(13, 13)",0,1.2,0.8823529411764707,0.9,0.8653846153846154,0.88
244,500,"((13, 13), 0, 1.5)","(13, 13)",0,1.5,0.9118387909319899,0.905,0.9187817258883249,0.9125
245,500,"((13, 13), 0, 2)","(13, 13)",0,2.0,0.8872901678657075,0.925,0.8525345622119815,0.8825
246,500,"((13, 13), 0, 2.3)","(13, 13)",0,2.3,0.9140049140049139,0.93,0.8985507246376812,0.9125
247,500,"((13, 13), 0, 2.5)","(13, 13)",0,2.5,0.8939393939393939,0.885,0.9030612244897959,0.895
248,500,"((13, 13), 5, 0.2)","(13, 13)",5,0.2,0.7921348314606741,0.705,0.9038461538461539,0.815
249,500,"((13, 13), 5, 0.5)","(13, 13)",5,0.5,0.6793478260869565,0.625,0.7440476190476191,0.705
250,500,"((13, 13), 5, 1)","(13, 13)",5,1.0,0.8522167487684729,0.865,0.8398058252427184,0.85
251,500,"((13, 13), 5, 1.2)","(13, 13)",5,1.2,0.8823529411764707,0.9,0.8653846153846154,0.88
252,500,"((13, 13), 5, 1.5)","(13, 13)",5,1.5,0.9118387909319899,0.905,0.9187817258883249,0.9125
253,500,"((13, 13), 5, 2)","(13, 13)",5,2.0,0.8872901678657075,0.925,0.8525345622119815,0.8825
254,500,"((13, 13), 5, 2.3)","(13, 13)",5,2.3,0.9140049140049139,0.93,0.8985507246376812,0.9125
255,500,"((13, 13), 5, 2.5)","(13, 13)",5,2.5,0.8939393939393939,0.885,0.9030612244897959,0.895
256,500,"((13, 13), 10, 0.2)","(13, 13)",10,0.2,0.8068181818181819,0.71,0.9342105263157895,0.83
257,500,"((13, 13), 10, 0.5)","(13, 13)",10,0.5,0.7142857142857142,0.65,0.7926829268292683,0.74
258,500,"((13, 13), 10, 1)","(13, 13)",10,1.0,0.8511749347258486,0.815,0.8907103825136612,0.8575
259,500,"((13, 13), 10, 1.2)","(13, 13)",10,1.2,0.8756476683937824,0.845,0.9086021505376344,0.88
260,500,"((13, 13), 10, 1.5)","(13, 13)",10,1.5,0.9128205128205129,0.89,0.9368421052631579,0.915
261,500,"((13, 13), 10, 2)","(13, 13)",10,2.0,0.9258312020460359,0.905,0.9476439790575916,0.9275
262,500,"((13, 13), 10, 2.3)","(13, 13)",10,2.3,0.9273182957393483,0.925,0.9296482412060302,0.9275
263,500,"((13, 13), 10, 2.5)","(13, 13)",10,2.5,0.8967254408060454,0.89,0.9035532994923858,0.8975
264,500,"((13, 13), 15, 0.2)","(13, 13)",15,0.2,0.8045325779036826,0.71,0.9281045751633987,0.8275
265,500,"((13, 13), 15, 0.5)","(13, 13)",15,0.5,0.7855153203342617,0.705,0.8867924528301887,0.8075
266,500,"((13, 13), 15, 1)","(13, 13)",15,1.0,0.8905852417302799,0.875,0.9067357512953368,0.8925
267,500,"((13, 13), 15, 1.2)","(13, 13)",15,1.2,0.9067357512953368,0.875,0.9408602150537635,0.91
268,500,"((13, 13), 15, 1.5)","(13, 13)",15,1.5,0.9230769230769231,0.9,0.9473684210526315,0.925
269,500,"((13, 13), 15, 2)","(13, 13)",15,2.0,0.949748743718593,0.945,0.9545454545454546,0.95
270,500,"((13, 13), 15, 2.3)","(13, 13)",15,2.3,0.9526184538653366,0.955,0.9502487562189055,0.9525
271,500,"((13, 13), 15, 2.5)","(13, 13)",15,2.5,0.9195979899497487,0.915,0.9242424242424242,0.92
272,500,"((13, 13), 20, 0.2)","(13, 13)",20,0.2,0.8232044198895028,0.745,0.9197530864197531,0.84
273,500,"((13, 13), 20, 0.5)","(13, 13)",20,0.5,0.8657534246575342,0.79,0.9575757575757575,0.8775
274,500,"((13, 13), 20, 1)","(13, 13)",20,1.0,0.9250645994832042,0.895,0.9572192513368984,0.9275
275,500,"((13, 13), 20, 1.2)","(13, 13)",20,1.2,0.93573264781491,0.91,0.9629629629629629,0.9375
276,500,"((13, 13), 20, 1.5)","(13, 13)",20,1.5,0.9597989949748743,0.955,0.9646464646464646,0.96
277,500,"((13, 13), 20, 2)","(13, 13)",20,2.0,0.9698492462311558,0.965,0.9747474747474747,0.97
278,500,"((13, 13), 20, 2.3)","(13, 13)",20,2.3,0.9728395061728395,0.985,0.9609756097560975,0.9725
279,500,"((13, 13), 20, 2.5)","(13, 13)",20,2.5,0.9518987341772152,0.94,0.9641025641025641,0.9525
280,500,"((13, 13), 25, 0.2)","(13, 13)",25,0.2,0.9086021505376344,0.845,0.9825581395348837,0.915
281,500,"((13, 13), 25, 0.5)","(13, 13)",25,0.5,0.9326424870466321,0.9,0.967741935483871,0.935
282,500,"((13, 13), 25, 1)","(13, 13)",25,1.0,0.943877551020408,0.925,0.9635416666666666,0.945
283,500,"((13, 13), 25, 1.2)","(13, 13)",25,1.2,0.9569620253164557,0.945,0.9692307692307692,0.9575
284,500,"((13, 13), 25, 1.5)","(13, 13)",25,1.5,0.9677419354838709,0.975,0.9605911330049262,0.9675
285,500,"((13, 13), 25, 2)","(13, 13)",25,2.0,0.9573934837092732,0.955,0.9597989949748744,0.9575
286,500,"((13, 13), 25, 2.3)","(13, 13)",25,2.3,0.9752475247524752,0.985,0.9656862745098039,0.975
287,500,"((13, 13), 25, 2.5)","(13, 13)",25,2.5,0.9521410579345088,0.945,0.9593908629441624,0.9525
288,500,"((13, 13), 30, 0.2)","(13, 13)",30,0.2,0.9090909090909092,0.85,0.9770114942528736,0.915
289,500,"((13, 13), 30, 0.5)","(13, 13)",30,0.5,0.9593908629441624,0.945,0.9742268041237113,0.96
290,500,"((13, 13), 30, 1)","(13, 13)",30,1.0,0.9618320610687023,0.945,0.9792746113989638,0.9625
291,500,"((13, 13), 30, 1.2)","(13, 13)",30,1.2,0.9620253164556962,0.95,0.9743589743589743,0.9625
292,500,"((13, 13), 30, 1.5)","(13, 13)",30,1.5,0.9642857142857143,0.945,0.984375,0.965
293,500,"((13, 13), 30, 2)","(13, 13)",30,2.0,0.9567430025445293,0.94,0.9740932642487047,0.9575
294,500,"((13, 13), 30, 2.3)","(13, 13)",30,2.3,0.9669211195928753,0.95,0.9844559585492227,0.9675
295,500,"((13, 13), 30, 2.5)","(13, 13)",30,2.5,0.9560723514211886,0.925,0.9893048128342246,0.9575
296,500,"((13, 13), 35, 0.2)","(13, 13)",35,0.2,0.9100529100529101,0.86,0.9662921348314607,0.915
297,500,"((13, 13), 35, 0.5)","(13, 13)",35,0.5,0.9375,0.9,0.9782608695652174,0.94
298,500,"((13, 13), 35, 1)","(13, 13)",35,1.0,0.9462915601023018,0.925,0.9685863874345549,0.9475
299,500,"((13, 13), 35, 1.2)","(13, 13)",35,1.2,0.9465648854961832,0.93,0.9637305699481865,0.9475
300,500,"((13, 13), 35, 1.5)","(13, 13)",35,1.5,0.943298969072165,0.915,0.973404255319149,0.945
301,500,"((13, 13), 35, 2)","(13, 13)",35,2.0,0.9435897435897437,0.92,0.968421052631579,0.945
302,500,"((13, 13), 35, 2.3)","(13, 13)",35,2.3,0.9302325581395349,0.9,0.9625668449197861,0.9325
303,500,"((13, 13), 35, 2.5)","(13, 13)",35,2.5,0.9270833333333334,0.89,0.967391304347826,0.93
304,500,"((13, 13), 40, 0.2)","(13, 13)",40,0.2,0.9263157894736842,0.88,0.9777777777777777,0.93
305,500,"((13, 13), 40, 0.5)","(13, 13)",40,0.5,0.927461139896373,0.895,0.9623655913978495,0.93
306,500,"((13, 13), 40, 1)","(13, 13)",40,1.0,0.92987012987013,0.895,0.9675675675675676,0.9325
307,500,"((13, 13), 40, 1.2)","(13, 13)",40,1.2,0.9267015706806283,0.885,0.9725274725274725,0.93
308,500,"((13, 13), 40, 1.5)","(13, 13)",40,1.5,0.9114583333333333,0.875,0.9510869565217391,0.915
309,500,"((13, 13), 40, 2)","(13, 13)",40,2.0,0.9246753246753247,0.89,0.9621621621621622,0.9275
310,500,"((13, 13), 40, 2.3)","(13, 13)",40,2.3,0.9198966408268734,0.89,0.9518716577540107,0.9225
311,500,"((13, 13), 40, 2.5)","(13, 13)",40,2.5,0.9162303664921465,0.875,0.9615384615384616,0.92
312,500,"((13, 13), 45, 0.2)","(13, 13)",45,0.2,0.9051490514905149,0.835,0.9881656804733728,0.9125
313,500,"((13, 13), 45, 0.5)","(13, 13)",45,0.5,0.9148936170212766,0.86,0.9772727272727273,0.92
314,500,"((13, 13), 45, 1)","(13, 13)",45,1.0,0.9090909090909092,0.85,0.9770114942528736,0.915
315,500,"((13, 13), 45, 1.2)","(13, 13)",45,1.2,0.9115281501340482,0.85,0.9826589595375722,0.9175
316,500,"((13, 13), 45, 1.5)","(13, 13)",45,1.5,0.9148936170212766,0.86,0.9772727272727273,0.92
317,500,"((13, 13), 45, 2)","(13, 13)",45,2.0,0.9153439153439153,0.865,0.9719101123595506,0.92
318,500,"((13, 13), 45, 2.3)","(13, 13)",45,2.3,0.9090909090909092,0.85,0.9770114942528736,0.915
319,500,"((13, 13), 45, 2.5)","(13, 13)",45,2.5,0.9144385026737968,0.855,0.9827586206896551,0.92
320,500,"((15, 15), 0, 0.2)","(15, 15)",0,0.2,0.8181818181818181,0.72,0.9473684210526315,0.84
321,500,"((15, 15), 0, 0.5)","(15, 15)",0,0.5,0.72,0.675,0.7714285714285715,0.7375
322,500,"((15, 15), 0, 1)","(15, 15)",0,1.0,0.8653846153846153,0.9,0.8333333333333334,0.86
323,500,"((15, 15), 0, 1.2)","(15, 15)",0,1.2,0.888888888888889,0.92,0.8598130841121495,0.885
324,500,"((15, 15), 0, 1.5)","(15, 15)",0,1.5,0.93,0.93,0.93,0.93
325,500,"((15, 15), 0, 2)","(15, 15)",0,2.0,0.9121140142517815,0.96,0.8687782805429864,0.9075
326,500,"((15, 15), 0, 2.3)","(15, 15)",0,2.3,0.926470588235294,0.945,0.9086538461538461,0.925
327,500,"((15, 15), 0, 2.5)","(15, 15)",0,2.5,0.9193154034229829,0.94,0.8995215311004785,0.9175
328,500,"((15, 15), 5, 0.2)","(15, 15)",5,0.2,0.8181818181818181,0.72,0.9473684210526315,0.84
329,500,"((15, 15), 5, 0.5)","(15, 15)",5,0.5,0.72,0.675,0.7714285714285715,0.7375
330,500,"((15, 15), 5, 1)","(15, 15)",5,1.0,0.8653846153846153,0.9,0.8333333333333334,0.86
331,500,"((15, 15), 5, 1.2)","(15, 15)",5,1.2,0.888888888888889,0.92,0.8598130841121495,0.885
332,500,"((15, 15), 5, 1.5)","(15, 15)",5,1.5,0.93,0.93,0.93,0.93
333,500,"((15, 15), 5, 2)","(15, 15)",5,2.0,0.9121140142517815,0.96,0.8687782805429864,0.9075
334,500,"((15, 15), 5, 2.3)","(15, 15)",5,2.3,0.926470588235294,0.945,0.9086538461538461,0.925
335,500,"((15, 15), 5, 2.5)","(15, 15)",5,2.5,0.9193154034229829,0.94,0.8995215311004785,0.9175
336,500,"((15, 15), 10, 0.2)","(15, 15)",10,0.2,0.821529745042493,0.725,0.9477124183006536,0.8425
337,500,"((15, 15), 10, 0.5)","(15, 15)",10,0.5,0.7569060773480664,0.685,0.845679012345679,0.78
338,500,"((15, 15), 10, 1)","(15, 15)",10,1.0,0.8601036269430051,0.83,0.8924731182795699,0.865
339,500,"((15, 15), 10, 1.2)","(15, 15)",10,1.2,0.8883248730964467,0.875,0.9020618556701031,0.89
340,500,"((15, 15), 10, 1.5)","(15, 15)",10,1.5,0.9211195928753181,0.905,0.9378238341968912,0.9225
341,500,"((15, 15), 10, 2)","(15, 15)",10,2.0,0.945,0.945,0.945,0.945
342,500,"((15, 15), 10, 2.3)","(15, 15)",10,2.3,0.945,0.945,0.945,0.945
343,500,"((15, 15), 10, 2.5)","(15, 15)",10,2.5,0.913151364764268,0.92,0.9064039408866995,0.9125
344,500,"((15, 15), 15, 0.2)","(15, 15)",15,0.2,0.8333333333333334,0.75,0.9375,0.85
345,500,"((15, 15), 15, 0.5)","(15, 15)",15,0.5,0.8164383561643836,0.745,0.9030303030303031,0.8325
346,500,"((15, 15), 15, 1)","(15, 15)",15,1.0,0.8808290155440415,0.85,0.9139784946236559,0.885
347,500,"((15, 15), 15, 1.2)","(15, 15)",15,1.2,0.911917098445596,0.88,0.946236559139785,0.915
348,500,"((15, 15), 15, 1.5)","(15, 15)",15,1.5,0.9198966408268734,0.89,0.9518716577540107,0.9225
349,500,"((15, 15), 15, 2)","(15, 15)",15,2.0,0.949748743718593,0.945,0.9545454545454546,0.95
350,500,"((15, 15), 15, 2.3)","(15, 15)",15,2.3,0.9521410579345088,0.945,0.9593908629441624,0.9525
351,500,"((15, 15), 15, 2.5)","(15, 15)",15,2.5,0.9303482587064678,0.935,0.9257425742574258,0.93
352,500,"((15, 15), 20, 0.2)","(15, 15)",20,0.2,0.8484848484848485,0.77,0.9447852760736196,0.8625
353,500,"((15, 15), 20, 0.5)","(15, 15)",20,0.5,0.8688524590163935,0.795,0.9578313253012049,0.88
354,500,"((15, 15), 20, 1)","(15, 15)",20,1.0,0.9333333333333333,0.91,0.9578947368421052,0.935
355,500,"((15, 15), 20, 1.2)","(15, 15)",20,1.2,0.9411764705882353,0.92,0.9633507853403142,0.9425
356,500,"((15, 15), 20, 1.5)","(15, 15)",20,1.5,0.9675810473815462,0.97,0.9651741293532339,0.9675
357,500,"((15, 15), 20, 2)","(15, 15)",20,2.0,0.96,0.96,0.96,0.96
358,500,"((15, 15), 20, 2.3)","(15, 15)",20,2.3,0.972568578553616,0.975,0.9701492537313433,0.9725
359,500,"((15, 15), 20, 2.5)","(15, 15)",20,2.5,0.9701492537313433,0.975,0.9653465346534653,0.97
360,500,"((15, 15), 25, 0.2)","(15, 15)",25,0.2,0.8906666666666667,0.835,0.9542857142857143,0.8975
361,500,"((15, 15), 25, 0.5)","(15, 15)",25,0.5,0.9387755102040817,0.92,0.9583333333333334,0.94
362,500,"((15, 15), 25, 1)","(15, 15)",25,1.0,0.9462915601023018,0.925,0.9685863874345549,0.9475
363,500,"((15, 15), 25, 1.2)","(15, 15)",25,1.2,0.9547738693467336,0.95,0.9595959595959596,0.955
364,500,"((15, 15), 25, 1.5)","(15, 15)",25,1.5,0.97,0.97,0.97,0.97
365,500,"((15, 15), 25, 2)","(15, 15)",25,2.0,0.9595959595959594,0.95,0.9693877551020408,0.96
366,500,"((15, 15), 25, 2.3)","(15, 15)",25,2.3,0.972568578553616,0.975,0.9701492537313433,0.9725
367,500,"((15, 15), 25, 2.5)","(15, 15)",25,2.5,0.9727047146401985,0.98,0.9655172413793104,0.9725
368,500,"((15, 15), 30, 0.2)","(15, 15)",30,0.2,0.9168900804289545,0.855,0.9884393063583815,0.9225
369,500,"((15, 15), 30, 0.5)","(15, 15)",30,0.5,0.9644670050761421,0.95,0.979381443298969,0.965
370,500,"((15, 15), 30, 1)","(15, 15)",30,1.0,0.9642857142857143,0.945,0.984375,0.965
371,500,"((15, 15), 30, 1.2)","(15, 15)",30,1.2,0.9746192893401014,0.96,0.9896907216494846,0.975
372,500,"((15, 15), 30, 1.5)","(15, 15)",30,1.5,0.9770992366412213,0.96,0.9948186528497409,0.9775
373,500,"((15, 15), 30, 2)","(15, 15)",30,2.0,0.9744897959183673,0.955,0.9947916666666666,0.975
374,500,"((15, 15), 30, 2.3)","(15, 15)",30,2.3,0.9746192893401014,0.96,0.9896907216494846,0.975
375,500,"((15, 15), 30, 2.5)","(15, 15)",30,2.5,0.9746192893401014,0.96,0.9896907216494846,0.975
376,500,"((15, 15), 35, 0.2)","(15, 15)",35,0.2,0.9066666666666667,0.85,0.9714285714285714,0.9125
377,500,"((15, 15), 35, 0.5)","(15, 15)",35,0.5,0.9509043927648578,0.92,0.983957219251337,0.9525
378,500,"((15, 15), 35, 1)","(15, 15)",35,1.0,0.9540816326530612,0.935,0.9739583333333334,0.955
379,500,"((15, 15), 35, 1.2)","(15, 15)",35,1.2,0.9484536082474226,0.92,0.9787234042553191,0.95
380,500,"((15, 15), 35, 1.5)","(15, 15)",35,1.5,0.9405684754521965,0.91,0.9732620320855615,0.9425
381,500,"((15, 15), 35, 2)","(15, 15)",35,2.0,0.943298969072165,0.915,0.973404255319149,0.945
382,500,"((15, 15), 35, 2.3)","(15, 15)",35,2.3,0.9435897435897437,0.92,0.968421052631579,0.945
383,500,"((15, 15), 35, 2.5)","(15, 15)",35,2.5,0.9514066496163682,0.93,0.9738219895287958,0.9525
384,500,"((15, 15), 40, 0.2)","(15, 15)",40,0.2,0.9105263157894737,0.865,0.9611111111111111,0.915
385,500,"((15, 15), 40, 0.5)","(15, 15)",40,0.5,0.9354005167958656,0.905,0.9679144385026738,0.9375
386,500,"((15, 15), 40, 1)","(15, 15)",40,1.0,0.9329896907216496,0.905,0.9627659574468085,0.935
387,500,"((15, 15), 40, 1.2)","(15, 15)",40,1.2,0.9329896907216496,0.905,0.9627659574468085,0.935
388,500,"((15, 15), 40, 1.5)","(15, 15)",40,1.5,0.935064935064935,0.9,0.972972972972973,0.9375
389,500,"((15, 15), 40, 2)","(15, 15)",40,2.0,0.9302325581395349,0.9,0.9625668449197861,0.9325
390,500,"((15, 15), 40, 2.3)","(15, 15)",40,2.3,0.9322916666666666,0.895,0.9728260869565217,0.935
391,500,"((15, 15), 40, 2.5)","(15, 15)",40,2.5,0.93573264781491,0.91,0.9629629629629629,0.9375
392,500,"((15, 15), 45, 0.2)","(15, 15)",45,0.2,0.896,0.84,0.96,0.9025
393,500,"((15, 15), 45, 0.5)","(15, 15)",45,0.5,0.9190600522193211,0.88,0.9617486338797814,0.9225
394,500,"((15, 15), 45, 1)","(15, 15)",45,1.0,0.9238845144356955,0.88,0.9723756906077348,0.9275
395,500,"((15, 15), 45, 1.2)","(15, 15)",45,1.2,0.9153439153439153,0.865,0.9719101123595506,0.92
396,500,"((15, 15), 45, 1.5)","(15, 15)",45,1.5,0.9186351706036746,0.875,0.9668508287292817,0.9225
397,500,"((15, 15), 45, 2)","(15, 15)",45,2.0,0.9157894736842105,0.87,0.9666666666666667,0.92
398,500,"((15, 15), 45, 2.3)","(15, 15)",45,2.3,0.9182058047493404,0.87,0.9720670391061452,0.9225
399,500,"((15, 15), 45, 2.5)","(15, 15)",45,2.5,0.9157894736842105,0.87,0.9666666666666667,0.92
400,500,"((17, 17), 0, 0.2)","(17, 17)",0,0.2,0.8,0.7,0.9333333333333333,0.825
401,500,"((17, 17), 0, 0.5)","(17, 17)",0,0.5,0.7552083333333333,0.725,0.7880434782608695,0.765
402,500,"((17, 17), 0, 1)","(17, 17)",0,1.0,0.8716707021791766,0.9,0.8450704225352113,0.8675
403,500,"((17, 17), 0, 1.2)","(17, 17)",0,1.2,0.8937198067632851,0.925,0.8644859813084113,0.89
404,500,"((17, 17), 0, 1.5)","(17, 17)",0,1.5,0.9296482412060301,0.925,0.9343434343434344,0.93
405,500,"((17, 17), 0, 2)","(17, 17)",0,2.0,0.9212410501193317,0.965,0.8812785388127854,0.9175
406,500,"((17, 17), 0, 2.3)","(17, 17)",0,2.3,0.9339853300733496,0.955,0.9138755980861244,0.9325
407,500,"((17, 17), 0, 2.5)","(17, 17)",0,2.5,0.9068627450980392,0.925,0.8894230769230769,0.905
408,500,"((17, 17), 5, 0.2)","(17, 17)",5,0.2,0.8,0.7,0.9333333333333333,0.825
409,500,"((17, 17), 5, 0.5)","(17, 17)",5,0.5,0.7552083333333333,0.725,0.7880434782608695,0.765
410,500,"((17, 17), 5, 1)","(17, 17)",5,1.0,0.8716707021791766,0.9,0.8450704225352113,0.8675
411,500,"((17, 17), 5, 1.2)","(17, 17)",5,1.2,0.8937198067632851,0.925,0.8644859813084113,0.89
412,500,"((17, 17), 5, 1.5)","(17, 17)",5,1.5,0.9296482412060301,0.925,0.9343434343434344,0.93
413,500,"((17, 17), 5, 2)","(17, 17)",5,2.0,0.9212410501193317,0.965,0.8812785388127854,0.9175
414,500,"((17, 17), 5, 2.3)","(17, 17)",5,2.3,0.9339853300733496,0.955,0.9138755980861244,0.9325
415,500,"((17, 17), 5, 2.5)","(17, 17)",5,2.5,0.9068627450980392,0.925,0.8894230769230769,0.905
416,500,"((17, 17), 10, 0.2)","(17, 17)",10,0.2,0.8057142857142856,0.705,0.94,0.83
417,500,"((17, 17), 10, 0.5)","(17, 17)",10,0.5,0.7650273224043715,0.7,0.8433734939759037,0.785
418,500,"((17, 17), 10, 1)","(17, 17)",10,1.0,0.8704663212435233,0.84,0.9032258064516129,0.875
419,500,"((17, 17), 10, 1.2)","(17, 17)",10,1.2,0.8928571428571429,0.875,0.9114583333333334,0.895
420,500,"((17, 17), 10, 1.5)","(17, 17)",10,1.5,0.918781725888325,0.905,0.9329896907216495,0.92
421,500,"((17, 17), 10, 2)","(17, 17)",10,2.0,0.9458128078817734,0.96,0.9320388349514563,0.945
422,500,"((17, 17), 10, 2.3)","(17, 17)",10,2.3,0.9523809523809523,0.95,0.9547738693467337,0.9525
423,500,"((17, 17), 10, 2.5)","(17, 17)",10,2.5,0.9152542372881356,0.945,0.8873239436619719,0.9125
424,500,"((17, 17), 15, 0.2)","(17, 17)",15,0.2,0.7897727272727271,0.695,0.9144736842105263,0.815
425,500,"((17, 17), 15, 0.5)","(17, 17)",15,0.5,0.8174386920980926,0.75,0.8982035928143712,0.8325
426,500,"((17, 17), 15, 1)","(17, 17)",15,1.0,0.8940568475452197,0.865,0.9251336898395722,0.8975
427,500,"((17, 17), 15, 1.2)","(17, 17)",15,1.2,0.9198966408268734,0.89,0.9518716577540107,0.9225
428,500,"((17, 17), 15, 1.5)","(17, 17)",15,1.5,0.9262086513994912,0.91,0.9430051813471503,0.9275
429,500,"((17, 17), 15, 2)","(17, 17)",15,2.0,0.9518987341772152,0.94,0.9641025641025641,0.9525
430,500,"((17, 17), 15, 2.3)","(17, 17)",15,2.3,0.9468354430379747,0.935,0.958974358974359,0.9475
431,500,"((17, 17), 15, 2.5)","(17, 17)",15,2.5,0.9379652605459057,0.945,0.9310344827586207,0.9375
432,500,"((17, 17), 20, 0.2)","(17, 17)",20,0.2,0.8469945355191257,0.775,0.9337349397590361,0.86
433,500,"((17, 17), 20, 0.5)","(17, 17)",20,0.5,0.8773841961852862,0.805,0.9640718562874252,0.8875
434,500,"((17, 17), 20, 1)","(17, 17)",20,1.0,0.9384615384615383,0.915,0.9631578947368421,0.94
435,500,"((17, 17), 20, 1.2)","(17, 17)",20,1.2,0.9411764705882353,0.92,0.9633507853403142,0.9425
436,500,"((17, 17), 20, 1.5)","(17, 17)",20,1.5,0.97,0.97,0.97,0.97
437,500,"((17, 17), 20, 2)","(17, 17)",20,2.0,0.975,0.975,0.975,0.975
438,500,"((17, 17), 20, 2.3)","(17, 17)",20,2.3,0.97,0.97,0.97,0.97
439,500,"((17, 17), 20, 2.5)","(17, 17)",20,2.5,0.972568578553616,0.975,0.9701492537313433,0.9725
440,500,"((17, 17), 25, 0.2)","(17, 17)",25,0.2,0.889487870619946,0.825,0.9649122807017544,0.8975
441,500,"((17, 17), 25, 0.5)","(17, 17)",25,0.5,0.9190600522193211,0.88,0.9617486338797814,0.9225
442,500,"((17, 17), 25, 1)","(17, 17)",25,1.0,0.9411764705882353,0.92,0.9633507853403142,0.9425
443,500,"((17, 17), 25, 1.2)","(17, 17)",25,1.2,0.947103274559194,0.94,0.9543147208121827,0.9475
444,500,"((17, 17), 25, 1.5)","(17, 17)",25,1.5,0.9653465346534653,0.975,0.9558823529411765,0.965
445,500,"((17, 17), 25, 2)","(17, 17)",25,2.0,0.9646464646464646,0.955,0.9744897959183674,0.965
446,500,"((17, 17), 25, 2.3)","(17, 17)",25,2.3,0.9701492537313433,0.975,0.9653465346534653,0.97
447,500,"((17, 17), 25, 2.5)","(17, 17)",25,2.5,0.9653465346534653,0.975,0.9558823529411765,0.965
448,500,"((17, 17), 30, 0.2)","(17, 17)",30,0.2,0.9144385026737968,0.855,0.9827586206896551,0.92
449,500,"((17, 17), 30, 0.5)","(17, 17)",30,0.5,0.9665809768637531,0.94,0.9947089947089947,0.9675
450,500,"((17, 17), 30, 1)","(17, 17)",30,1.0,0.9669211195928753,0.95,0.9844559585492227,0.9675
451,500,"((17, 17), 30, 1.2)","(17, 17)",30,1.2,0.9772151898734178,0.965,0.9897435897435898,0.9775
452,500,"((17, 17), 30, 1.5)","(17, 17)",30,1.5,0.9770992366412213,0.96,0.9948186528497409,0.9775
453,500,"((17, 17), 30, 2)","(17, 17)",30,2.0,0.9746192893401014,0.96,0.9896907216494846,0.975
454,500,"((17, 17), 30, 2.3)","(17, 17)",30,2.3,0.9770992366412213,0.96,0.9948186528497409,0.9775
455,500,"((17, 17), 30, 2.5)","(17, 17)",30,2.5,0.9695431472081217,0.955,0.9845360824742269,0.97
456,500,"((17, 17), 35, 0.2)","(17, 17)",35,0.2,0.9234828496042217,0.875,0.9776536312849162,0.9275
457,500,"((17, 17), 35, 0.5)","(17, 17)",35,0.5,0.9538461538461539,0.93,0.9789473684210527,0.955
458,500,"((17, 17), 35, 1)","(17, 17)",35,1.0,0.9487179487179489,0.925,0.9736842105263158,0.95
459,500,"((17, 17), 35, 1.2)","(17, 17)",35,1.2,0.9511568123393317,0.925,0.9788359788359788,0.9525
460,500,"((17, 17), 35, 1.5)","(17, 17)",35,1.5,0.9536082474226805,0.925,0.9840425531914894,0.955
461,500,"((17, 17), 35, 2)","(17, 17)",35,2.0,0.964102564102564,0.94,0.9894736842105263,0.965
462,500,"((17, 17), 35, 2.3)","(17, 17)",35,2.3,0.9435897435897437,0.92,0.968421052631579,0.945
463,500,"((17, 17), 35, 2.5)","(17, 17)",35,2.5,0.9614395886889462,0.935,0.9894179894179894,0.9625
464,500,"((17, 17), 40, 0.2)","(17, 17)",40,0.2,0.9013333333333333,0.845,0.9657142857142857,0.9075
465,500,"((17, 17), 40, 0.5)","(17, 17)",40,0.5,0.943877551020408,0.925,0.9635416666666666,0.945
466,500,"((17, 17), 40, 1)","(17, 17)",40,1.0,0.9333333333333333,0.91,0.9578947368421052,0.935
467,500,"((17, 17), 40, 1.2)","(17, 17)",40,1.2,0.9405684754521965,0.91,0.9732620320855615,0.9425
468,500,"((17, 17), 40, 1.5)","(17, 17)",40,1.5,0.9242819843342036,0.885,0.9672131147540983,0.9275
469,500,"((17, 17), 40, 2)","(17, 17)",40,2.0,0.9378238341968912,0.905,0.9731182795698925,0.94
470,500,"((17, 17), 40, 2.3)","(17, 17)",40,2.3,0.9270833333333334,0.89,0.967391304347826,0.93
471,500,"((17, 17), 40, 2.5)","(17, 17)",40,2.5,0.9326424870466321,0.9,0.967741935483871,0.935
472,500,"((17, 17), 45, 0.2)","(17, 17)",45,0.2,0.8936170212765958,0.84,0.9545454545454546,0.9
473,500,"((17, 17), 45, 0.5)","(17, 17)",45,0.5,0.9109947643979057,0.87,0.9560439560439561,0.915
474,500,"((17, 17), 45, 1)","(17, 17)",45,1.0,0.9138381201044387,0.875,0.9562841530054644,0.9175
475,500,"((17, 17), 45, 1.2)","(17, 17)",45,1.2,0.921875,0.885,0.9619565217391305,0.925
476,500,"((17, 17), 45, 1.5)","(17, 17)",45,1.5,0.9166666666666666,0.88,0.9565217391304348,0.92
477,500,"((17, 17), 45, 2)","(17, 17)",45,2.0,0.9138381201044387,0.875,0.9562841530054644,0.9175
478,500,"((17, 17), 45, 2.3)","(17, 17)",45,2.3,0.922279792746114,0.89,0.956989247311828,0.925
479,500,"((17, 17), 45, 2.5)","(17, 17)",45,2.5,0.9194805194805195,0.885,0.9567567567567568,0.9225
480,500,"((19, 19), 0, 0.2)","(19, 19)",0,0.2,0.7745664739884393,0.67,0.9178082191780822,0.805
