,data_points,pair_l,mean_shape,difference,division,f1,recall,precision,accuracy
481,500,"((19, 19), 0, 0.5)","(19, 19)",0,0.5,0.7371134020618557,0.715,0.7606382978723404,0.745
482,500,"((19, 19), 0, 1)","(19, 19)",0,1.0,0.8710462287104622,0.895,0.8483412322274881,0.8675
483,500,"((19, 19), 0, 1.2)","(19, 19)",0,1.2,0.8905109489051095,0.915,0.8672985781990521,0.8875
484,500,"((19, 19), 0, 1.5)","(19, 19)",0,1.5,0.9330024813895781,0.94,0.9261083743842364,0.9325
485,500,"((19, 19), 0, 2)","(19, 19)",0,2.0,0.937799043062201,0.98,0.8990825688073395,0.935
486,500,"((19, 19), 0, 2.3)","(19, 19)",0,2.3,0.919047619047619,0.965,0.8772727272727273,0.915
487,500,"((19, 19), 0, 2.5)","(19, 19)",0,2.5,0.9238329238329238,0.94,0.9082125603864735,0.9225
488,500,"((19, 19), 5, 0.2)","(19, 19)",5,0.2,0.7745664739884393,0.67,0.9178082191780822,0.805
489,500,"((19, 19), 5, 0.5)","(19, 19)",5,0.5,0.7371134020618557,0.715,0.7606382978723404,0.745
490,500,"((19, 19), 5, 1)","(19, 19)",5,1.0,0.8710462287104622,0.895,0.8483412322274881,0.8675
491,500,"((19, 19), 5, 1.2)","(19, 19)",5,1.2,0.8905109489051095,0.915,0.8672985781990521,0.8875
492,500,"((19, 19), 5, 1.5)","(19, 19)",5,1.5,0.9330024813895781,0.94,0.9261083743842364,0.9325
493,500,"((19, 19), 5, 2)","(19, 19)",5,2.0,0.937799043062201,0.98,0.8990825688073395,0.935
494,500,"((19, 19), 5, 2.3)","(19, 19)",5,2.3,0.919047619047619,0.965,0.8772727272727273,0.915
495,500,"((19, 19), 5, 2.5)","(19, 19)",5,2.5,0.9238329238329238,0.94,0.9082125603864735,0.9225
496,500,"((19, 19), 10, 0.2)","(19, 19)",10,0.2,0.7723342939481269,0.67,0.9115646258503401,0.8025
497,500,"((19, 19), 10, 0.5)","(19, 19)",10,0.5,0.7780821917808219,0.71,0.8606060606060606,0.7975
498,500,"((19, 19), 10, 1)","(19, 19)",10,1.0,0.8645833333333334,0.83,0.9021739130434783,0.87
499,500,"((19, 19), 10, 1.2)","(19, 19)",10,1.2,0.8974358974358975,0.875,0.9210526315789473,0.9
500,500,"((19, 19), 10, 1.5)","(19, 19)",10,1.5,0.9273182957393483,0.925,0.9296482412060302,0.9275
501,500,"((19, 19), 10, 2)","(19, 19)",10,2.0,0.9651741293532338,0.97,0.9603960396039604,0.965
502,500,"((19, 19), 10, 2.3)","(19, 19)",10,2.3,0.9405940594059405,0.95,0.9313725490196079,0.94
503,500,"((19, 19), 10, 2.5)","(19, 19)",10,2.5,0.9090909090909091,0.925,0.893719806763285,0.9075
504,500,"((19, 19), 15, 0.2)","(19, 19)",15,0.2,0.7887323943661972,0.7,0.9032258064516129,0.8125
505,500,"((19, 19), 15, 0.5)","(19, 19)",15,0.5,0.8292682926829268,0.765,0.9053254437869822,0.8425
506,500,"((19, 19), 15, 1)","(19, 19)",15,1.0,0.8911917098445595,0.86,0.9247311827956989,0.895
507,500,"((19, 19), 15, 1.2)","(19, 19)",15,1.2,0.9336734693877552,0.915,0.953125,0.935
508,500,"((19, 19), 15, 1.5)","(19, 19)",15,1.5,0.9336734693877552,0.915,0.953125,0.935
509,500,"((19, 19), 15, 2)","(19, 19)",15,2.0,0.9494949494949495,0.94,0.9591836734693877,0.95
510,500,"((19, 19), 15, 2.3)","(19, 19)",15,2.3,0.942643391521197,0.945,0.9402985074626866,0.9425
511,500,"((19, 19), 15, 2.5)","(19, 19)",15,2.5,0.9333333333333333,0.945,0.9219512195121952,0.9325
512,500,"((19, 19), 20, 0.2)","(19, 19)",20,0.2,0.8283378746594006,0.76,0.9101796407185628,0.8425
513,500,"((19, 19), 20, 0.5)","(19, 19)",20,0.5,0.8780487804878049,0.81,0.9585798816568047,0.8875
514,500,"((19, 19), 20, 1)","(19, 19)",20,1.0,0.93573264781491,0.91,0.9629629629629629,0.9375
515,500,"((19, 19), 20, 1.2)","(19, 19)",20,1.2,0.943877551020408,0.925,0.9635416666666666,0.945
516,500,"((19, 19), 20, 1.5)","(19, 19)",20,1.5,0.9675810473815462,0.97,0.9651741293532339,0.9675
517,500,"((19, 19), 20, 2)","(19, 19)",20,2.0,0.9675810473815462,0.97,0.9651741293532339,0.9675
518,500,"((19, 19), 20, 2.3)","(19, 19)",20,2.3,0.9724310776942355,0.97,0.9748743718592965,0.9725
519,500,"((19, 19), 20, 2.5)","(19, 19)",20,2.5,0.9675810473815462,0.97,0.9651741293532339,0.9675
520,500,"((19, 19), 25, 0.2)","(19, 19)",25,0.2,0.9066666666666667,0.85,0.9714285714285714,0.9125
521,500,"((19, 19), 25, 0.5)","(19, 19)",25,0.5,0.92987012987013,0.895,0.9675675675675676,0.9325
522,500,"((19, 19), 25, 1)","(19, 19)",25,1.0,0.9378238341968912,0.905,0.9731182795698925,0.94
523,500,"((19, 19), 25, 1.2)","(19, 19)",25,1.2,0.9523809523809523,0.95,0.9547738693467337,0.9525
524,500,"((19, 19), 25, 1.5)","(19, 19)",25,1.5,0.9601990049751244,0.965,0.9554455445544554,0.96
525,500,"((19, 19), 25, 2)","(19, 19)",25,2.0,0.9573934837092732,0.955,0.9597989949748744,0.9575
526,500,"((19, 19), 25, 2.3)","(19, 19)",25,2.3,0.9724310776942355,0.97,0.9748743718592965,0.9725
527,500,"((19, 19), 25, 2.5)","(19, 19)",25,2.5,0.9751243781094527,0.98,0.9702970297029703,0.975
528,500,"((19, 19), 30, 0.2)","(19, 19)",30,0.2,0.9100817438692098,0.835,1.0,0.9175
529,500,"((19, 19), 30, 0.5)","(19, 19)",30,0.5,0.9664082687338501,0.935,1.0,0.9675
530,500,"((19, 19), 30, 1)","(19, 19)",30,1.0,0.9795918367346939,0.96,1.0,0.98
531,500,"((19, 19), 30, 1.2)","(19, 19)",30,1.2,0.9743589743589743,0.95,1.0,0.975
532,500,"((19, 19), 30, 1.5)","(19, 19)",30,1.5,0.9769820971867007,0.955,1.0,0.9775
533,500,"((19, 19), 30, 2)","(19, 19)",30,2.0,0.9717223650385605,0.945,1.0,0.9725
534,500,"((19, 19), 30, 2.3)","(19, 19)",30,2.3,0.9795918367346939,0.96,1.0,0.98
535,500,"((19, 19), 30, 2.5)","(19, 19)",30,2.5,0.9664082687338501,0.935,1.0,0.9675
536,500,"((19, 19), 35, 0.2)","(19, 19)",35,0.2,0.9066666666666667,0.85,0.9714285714285714,0.9125
537,500,"((19, 19), 35, 0.5)","(19, 19)",35,0.5,0.9408740359897171,0.915,0.9682539682539683,0.9425
538,500,"((19, 19), 35, 1)","(19, 19)",35,1.0,0.9489795918367346,0.93,0.96875,0.95
539,500,"((19, 19), 35, 1.2)","(19, 19)",35,1.2,0.9408740359897171,0.915,0.9682539682539683,0.9425
540,500,"((19, 19), 35, 1.5)","(19, 19)",35,1.5,0.9516539440203563,0.935,0.9689119170984456,0.9525
541,500,"((19, 19), 35, 2)","(19, 19)",35,2.0,0.9536082474226805,0.925,0.9840425531914894,0.955
542,500,"((19, 19), 35, 2.3)","(19, 19)",35,2.3,0.9462915601023018,0.925,0.9685863874345549,0.9475
543,500,"((19, 19), 35, 2.5)","(19, 19)",35,2.5,0.9514066496163682,0.93,0.9738219895287958,0.9525
544,500,"((19, 19), 40, 0.2)","(19, 19)",40,0.2,0.9148936170212766,0.86,0.9772727272727273,0.92
545,500,"((19, 19), 40, 0.5)","(19, 19)",40,0.5,0.943298969072165,0.915,0.973404255319149,0.945
546,500,"((19, 19), 40, 1)","(19, 19)",40,1.0,0.9481865284974094,0.915,0.9838709677419355,0.95
547,500,"((19, 19), 40, 1.2)","(19, 19)",40,1.2,0.9481865284974094,0.915,0.9838709677419355,0.95
548,500,"((19, 19), 40, 1.5)","(19, 19)",40,1.5,0.9509043927648578,0.92,0.983957219251337,0.9525
549,500,"((19, 19), 40, 2)","(19, 19)",40,2.0,0.9509043927648578,0.92,0.983957219251337,0.9525
550,500,"((19, 19), 40, 2.3)","(19, 19)",40,2.3,0.9375,0.9,0.9782608695652174,0.94
551,500,"((19, 19), 40, 2.5)","(19, 19)",40,2.5,0.9375,0.9,0.9782608695652174,0.94
552,500,"((19, 19), 45, 0.2)","(19, 19)",45,0.2,0.9100529100529101,0.86,0.9662921348314607,0.915
553,500,"((19, 19), 45, 0.5)","(19, 19)",45,0.5,0.9322916666666666,0.895,0.9728260869565217,0.935
554,500,"((19, 19), 45, 1)","(19, 19)",45,1.0,0.9267015706806283,0.885,0.9725274725274725,0.93
555,500,"((19, 19), 45, 1.2)","(19, 19)",45,1.2,0.9242819843342036,0.885,0.9672131147540983,0.9275
556,500,"((19, 19), 45, 1.5)","(19, 19)",45,1.5,0.9242819843342036,0.885,0.9672131147540983,0.9275
557,500,"((19, 19), 45, 2)","(19, 19)",45,2.0,0.9214659685863875,0.88,0.967032967032967,0.925
558,500,"((19, 19), 45, 2.3)","(19, 19)",45,2.3,0.9238845144356955,0.88,0.9723756906077348,0.9275
559,500,"((19, 19), 45, 2.5)","(19, 19)",45,2.5,0.9210526315789473,0.875,0.9722222222222222,0.925
560,500,"((21, 21), 0, 0.2)","(21, 21)",0,0.2,0.7565982404692083,0.645,0.9148936170212766,0.7925
561,500,"((21, 21), 0, 0.5)","(21, 21)",0,0.5,0.7518796992481204,0.75,0.7537688442211056,0.7525
562,500,"((21, 21), 0, 1)","(21, 21)",0,1.0,0.8840579710144928,0.915,0.8551401869158879,0.88
563,500,"((21, 21), 0, 1.2)","(21, 21)",0,1.2,0.912621359223301,0.94,0.8867924528301887,0.91
564,500,"((21, 21), 0, 1.5)","(21, 21)",0,1.5,0.9356435643564356,0.945,0.9264705882352942,0.935
565,500,"((21, 21), 0, 2)","(21, 21)",0,2.0,0.9468599033816426,0.98,0.9158878504672897,0.945
566,500,"((21, 21), 0, 2.3)","(21, 21)",0,2.3,0.9371980676328503,0.97,0.9065420560747663,0.935
567,500,"((21, 21), 0, 2.5)","(21, 21)",0,2.5,0.9112709832134291,0.95,0.8755760368663594,0.9075
568,500,"((21, 21), 5, 0.2)","(21, 21)",5,0.2,0.7565982404692083,0.645,0.9148936170212766,0.7925
569,500,"((21, 21), 5, 0.5)","(21, 21)",5,0.5,0.7518796992481204,0.75,0.7537688442211056,0.7525
570,500,"((21, 21), 5, 1)","(21, 21)",5,1.0,0.8840579710144928,0.915,0.8551401869158879,0.88
571,500,"((21, 21), 5, 1.2)","(21, 21)",5,1.2,0.912621359223301,0.94,0.8867924528301887,0.91
572,500,"((21, 21), 5, 1.5)","(21, 21)",5,1.5,0.9356435643564356,0.945,0.9264705882352942,0.935
573,500,"((21, 21), 5, 2)","(21, 21)",5,2.0,0.9468599033816426,0.98,0.9158878504672897,0.945
574,500,"((21, 21), 5, 2.3)","(21, 21)",5,2.3,0.9371980676328503,0.97,0.9065420560747663,0.935
575,500,"((21, 21), 5, 2.5)","(21, 21)",5,2.5,0.9112709832134291,0.95,0.8755760368663594,0.9075
576,500,"((21, 21), 10, 0.2)","(21, 21)",10,0.2,0.7787610619469026,0.66,0.9496402877697842,0.8125
577,500,"((21, 21), 10, 0.5)","(21, 21)",10,0.5,0.779291553133515,0.715,0.8562874251497006,0.7975
578,500,"((21, 21), 10, 1)","(21, 21)",10,1.0,0.884318766066838,0.86,0.91005291005291,0.8875
579,500,"((21, 21), 10, 1.2)","(21, 21)",10,1.2,0.9113924050632911,0.9,0.9230769230769231,0.9125
580,500,"((21, 21), 10, 1.5)","(21, 21)",10,1.5,0.9296482412060301,0.925,0.9343434343434344,0.93
581,500,"((21, 21), 10, 2)","(21, 21)",10,2.0,0.964824120603015,0.96,0.9696969696969697,0.965
582,500,"((21, 21), 10, 2.3)","(21, 21)",10,2.3,0.9478908188585607,0.955,0.9408866995073891,0.9475
583,500,"((21, 21), 10, 2.5)","(21, 21)",10,2.5,0.9148418491484186,0.94,0.8909952606635071,0.9125
584,500,"((21, 21), 15, 0.2)","(21, 21)",15,0.2,0.7813411078717202,0.67,0.9370629370629371,0.8125
585,500,"((21, 21), 15, 0.5)","(21, 21)",15,0.5,0.8279569892473118,0.77,0.8953488372093024,0.84
586,500,"((21, 21), 15, 1)","(21, 21)",15,1.0,0.8935064935064935,0.86,0.9297297297297298,0.8975
587,500,"((21, 21), 15, 1.2)","(21, 21)",15,1.2,0.917098445595855,0.885,0.9516129032258065,0.92
588,500,"((21, 21), 15, 1.5)","(21, 21)",15,1.5,0.9309462915601024,0.91,0.9528795811518325,0.9325
589,500,"((21, 21), 15, 2)","(21, 21)",15,2.0,0.9414758269720102,0.925,0.9585492227979274,0.9425
590,500,"((21, 21), 15, 2.3)","(21, 21)",15,2.3,0.942643391521197,0.945,0.9402985074626866,0.9425
591,500,"((21, 21), 15, 2.5)","(21, 21)",15,2.5,0.9385749385749386,0.955,0.9227053140096618,0.9375
592,500,"((21, 21), 20, 0.2)","(21, 21)",20,0.2,0.8486486486486486,0.785,0.9235294117647059,0.86
593,500,"((21, 21), 20, 0.5)","(21, 21)",20,0.5,0.8864864864864864,0.82,0.9647058823529412,0.895
594,500,"((21, 21), 20, 1)","(21, 21)",20,1.0,0.9381443298969071,0.91,0.9680851063829787,0.94
595,500,"((21, 21), 20, 1.2)","(21, 21)",20,1.2,0.9518987341772152,0.94,0.9641025641025641,0.9525
596,500,"((21, 21), 20, 1.5)","(21, 21)",20,1.5,0.9698492462311558,0.965,0.9747474747474747,0.97
597,500,"((21, 21), 20, 2)","(21, 21)",20,2.0,0.964824120603015,0.96,0.9696969696969697,0.965
598,500,"((21, 21), 20, 2.3)","(21, 21)",20,2.3,0.9775561097256857,0.98,0.9751243781094527,0.9775
599,500,"((21, 21), 20, 2.5)","(21, 21)",20,2.5,0.9751243781094527,0.98,0.9702970297029703,0.975
600,500,"((21, 21), 25, 0.2)","(21, 21)",25,0.2,0.8918205804749341,0.845,0.9441340782122905,0.8975
601,500,"((21, 21), 25, 0.5)","(21, 21)",25,0.5,0.9157894736842105,0.87,0.9666666666666667,0.92
602,500,"((21, 21), 25, 1)","(21, 21)",25,1.0,0.9435897435897437,0.92,0.968421052631579,0.945
603,500,"((21, 21), 25, 1.2)","(21, 21)",25,1.2,0.9521410579345088,0.945,0.9593908629441624,0.9525
604,500,"((21, 21), 25, 1.5)","(21, 21)",25,1.5,0.9724310776942355,0.97,0.9748743718592965,0.9725
605,500,"((21, 21), 25, 2)","(21, 21)",25,2.0,0.9573934837092732,0.955,0.9597989949748744,0.9575
606,500,"((21, 21), 25, 2.3)","(21, 21)",25,2.3,0.9651741293532338,0.97,0.9603960396039604,0.965
607,500,"((21, 21), 25, 2.5)","(21, 21)",25,2.5,0.9677419354838709,0.975,0.9605911330049262,0.9675
608,500,"((21, 21), 30, 0.2)","(21, 21)",30,0.2,0.9189189189189189,0.85,1.0,0.925
609,500,"((21, 21), 30, 0.5)","(21, 21)",30,0.5,0.9460154241645244,0.92,0.9735449735449735,0.9475
610,500,"((21, 21), 30, 1)","(21, 21)",30,1.0,0.9693877551020408,0.95,0.9895833333333334,0.97
611,500,"((21, 21), 30, 1.2)","(21, 21)",30,1.2,0.9718670076726342,0.95,0.9947643979057592,0.9725
612,500,"((21, 21), 30, 1.5)","(21, 21)",30,1.5,0.9667519181585678,0.945,0.9895287958115183,0.9675
613,500,"((21, 21), 30, 2)","(21, 21)",30,2.0,0.9718670076726342,0.95,0.9947643979057592,0.9725
614,500,"((21, 21), 30, 2.3)","(21, 21)",30,2.3,0.9695431472081217,0.955,0.9845360824742269,0.97
615,500,"((21, 21), 30, 2.5)","(21, 21)",30,2.5,0.964102564102564,0.94,0.9894736842105263,0.965
616,500,"((21, 21), 35, 0.2)","(21, 21)",35,0.2,0.9222520107238604,0.86,0.9942196531791907,0.9275
617,500,"((21, 21), 35, 0.5)","(21, 21)",35,0.5,0.9540816326530612,0.935,0.9739583333333334,0.955
618,500,"((21, 21), 35, 1)","(21, 21)",35,1.0,0.9589743589743589,0.935,0.9842105263157894,0.96
619,500,"((21, 21), 35, 1.2)","(21, 21)",35,1.2,0.9591836734693877,0.94,0.9791666666666666,0.96
620,500,"((21, 21), 35, 1.5)","(21, 21)",35,1.5,0.9567430025445293,0.94,0.9740932642487047,0.9575
621,500,"((21, 21), 35, 2)","(21, 21)",35,2.0,0.9567430025445293,0.94,0.9740932642487047,0.9575
622,500,"((21, 21), 35, 2.3)","(21, 21)",35,2.3,0.9536082474226805,0.925,0.9840425531914894,0.955
623,500,"((21, 21), 35, 2.5)","(21, 21)",35,2.5,0.9481865284974094,0.915,0.9838709677419355,0.95
624,500,"((21, 21), 40, 0.2)","(21, 21)",40,0.2,0.9173333333333332,0.86,0.9828571428571429,0.9225
625,500,"((21, 21), 40, 0.5)","(21, 21)",40,0.5,0.9509043927648578,0.92,0.983957219251337,0.9525
626,500,"((21, 21), 40, 1)","(21, 21)",40,1.0,0.9509043927648578,0.92,0.983957219251337,0.9525
627,500,"((21, 21), 40, 1.2)","(21, 21)",40,1.2,0.9536082474226805,0.925,0.9840425531914894,0.955
628,500,"((21, 21), 40, 1.5)","(21, 21)",40,1.5,0.943298969072165,0.915,0.973404255319149,0.945
629,500,"((21, 21), 40, 2)","(21, 21)",40,2.0,0.9460154241645244,0.92,0.9735449735449735,0.9475
630,500,"((21, 21), 40, 2.3)","(21, 21)",40,2.3,0.9451697127937337,0.905,0.9890710382513661,0.9475
631,500,"((21, 21), 40, 2.5)","(21, 21)",40,2.5,0.9402597402597402,0.905,0.9783783783783784,0.9425
632,500,"((21, 21), 45, 0.2)","(21, 21)",45,0.2,0.9124668435013262,0.86,0.9717514124293786,0.9175
633,500,"((21, 21), 45, 0.5)","(21, 21)",45,0.5,0.9214659685863875,0.88,0.967032967032967,0.925
634,500,"((21, 21), 45, 1)","(21, 21)",45,1.0,0.9270833333333334,0.89,0.967391304347826,0.93
635,500,"((21, 21), 45, 1.2)","(21, 21)",45,1.2,0.92987012987013,0.895,0.9675675675675676,0.9325
636,500,"((21, 21), 45, 1.5)","(21, 21)",45,1.5,0.9270833333333334,0.89,0.967391304347826,0.93
637,500,"((21, 21), 45, 2)","(21, 21)",45,2.0,0.9190600522193211,0.88,0.9617486338797814,0.9225
638,500,"((21, 21), 45, 2.3)","(21, 21)",45,2.3,0.9242819843342036,0.885,0.9672131147540983,0.9275
639,500,"((21, 21), 45, 2.5)","(21, 21)",45,2.5,0.9270833333333334,0.89,0.967391304347826,0.93
640,500,"((23, 23), 0, 0.2)","(23, 23)",0,0.2,0.8034188034188033,0.705,0.9337748344370861,0.8275
641,500,"((23, 23), 0, 0.5)","(23, 23)",0,0.5,0.7532467532467533,0.725,0.7837837837837838,0.7625
642,500,"((23, 23), 0, 1)","(23, 23)",0,1.0,0.8899521531100477,0.93,0.8532110091743119,0.885
643,500,"((23, 23), 0, 1.2)","(23, 23)",0,1.2,0.9073170731707316,0.93,0.8857142857142857,0.905
644,500,"((23, 23), 0, 1.5)","(23, 23)",0,1.5,0.9385749385749386,0.955,0.9227053140096618,0.9375
645,500,"((23, 23), 0, 2)","(23, 23)",0,2.0,0.9440389294403893,0.97,0.919431279620853,0.9425
646,500,"((23, 23), 0, 2.3)","(23, 23)",0,2.3,0.9437652811735943,0.965,0.9234449760765551,0.9425
647,500,"((23, 23), 0, 2.5)","(23, 23)",0,2.5,0.9330143540669856,0.975,0.8944954128440367,0.93
648,500,"((23, 23), 5, 0.2)","(23, 23)",5,0.2,0.8034188034188033,0.705,0.9337748344370861,0.8275
649,500,"((23, 23), 5, 0.5)","(23, 23)",5,0.5,0.7532467532467533,0.725,0.7837837837837838,0.7625
650,500,"((23, 23), 5, 1)","(23, 23)",5,1.0,0.8899521531100477,0.93,0.8532110091743119,0.885
651,500,"((23, 23), 5, 1.2)","(23, 23)",5,1.2,0.9073170731707316,0.93,0.8857142857142857,0.905
652,500,"((23, 23), 5, 1.5)","(23, 23)",5,1.5,0.9385749385749386,0.955,0.9227053140096618,0.9375
653,500,"((23, 23), 5, 2)","(23, 23)",5,2.0,0.9440389294403893,0.97,0.919431279620853,0.9425
654,500,"((23, 23), 5, 2.3)","(23, 23)",5,2.3,0.9437652811735943,0.965,0.9234449760765551,0.9425
655,500,"((23, 23), 5, 2.5)","(23, 23)",5,2.5,0.9330143540669856,0.975,0.8944954128440367,0.93
656,500,"((23, 23), 10, 0.2)","(23, 23)",10,0.2,0.821529745042493,0.725,0.9477124183006536,0.8425
657,500,"((23, 23), 10, 0.5)","(23, 23)",10,0.5,0.782608695652174,0.72,0.8571428571428571,0.8
658,500,"((23, 23), 10, 1)","(23, 23)",10,1.0,0.8762886597938143,0.85,0.9042553191489362,0.88
659,500,"((23, 23), 10, 1.2)","(23, 23)",10,1.2,0.9168765743073047,0.91,0.9238578680203046,0.9175
660,500,"((23, 23), 10, 1.5)","(23, 23)",10,1.5,0.9376558603491272,0.94,0.9353233830845771,0.9375
661,500,"((23, 23), 10, 2)","(23, 23)",10,2.0,0.9597989949748743,0.955,0.9646464646464646,0.96
662,500,"((23, 23), 10, 2.3)","(23, 23)",10,2.3,0.9502487562189055,0.955,0.9455445544554455,0.95
663,500,"((23, 23), 10, 2.5)","(23, 23)",10,2.5,0.9301204819277108,0.965,0.8976744186046511,0.9275
664,500,"((23, 23), 15, 0.2)","(23, 23)",15,0.2,0.7988668555240793,0.705,0.9215686274509803,0.8225
665,500,"((23, 23), 15, 0.5)","(23, 23)",15,0.5,0.8301886792452831,0.77,0.9005847953216374,0.8425
666,500,"((23, 23), 15, 1)","(23, 23)",15,1.0,0.8963730569948186,0.865,0.9301075268817204,0.9
667,500,"((23, 23), 15, 1.2)","(23, 23)",15,1.2,0.9305912596401028,0.905,0.9576719576719577,0.9325
668,500,"((23, 23), 15, 1.5)","(23, 23)",15,1.5,0.9346733668341709,0.93,0.9393939393939394,0.935
669,500,"((23, 23), 15, 2)","(23, 23)",15,2.0,0.9447236180904524,0.94,0.9494949494949495,0.945
670,500,"((23, 23), 15, 2.3)","(23, 23)",15,2.3,0.9452736318407959,0.95,0.9405940594059405,0.945
671,500,"((23, 23), 15, 2.5)","(23, 23)",15,2.5,0.9362745098039216,0.955,0.9182692307692307,0.935
672,500,"((23, 23), 20, 0.2)","(23, 23)",20,0.2,0.8517520215633423,0.79,0.9239766081871345,0.8625
673,500,"((23, 23), 20, 0.5)","(23, 23)",20,0.5,0.8817204301075269,0.82,0.9534883720930233,0.89
674,500,"((23, 23), 20, 1)","(23, 23)",20,1.0,0.9270833333333334,0.89,0.967391304347826,0.93
675,500,"((23, 23), 20, 1.2)","(23, 23)",20,1.2,0.9543147208121826,0.94,0.9690721649484536,0.955
676,500,"((23, 23), 20, 1.5)","(23, 23)",20,1.5,0.9751243781094527,0.98,0.9702970297029703,0.975
677,500,"((23, 23), 20, 2)","(23, 23)",20,2.0,0.9698492462311558,0.965,0.9747474747474747,0.97
678,500,"((23, 23), 20, 2.3)","(23, 23)",20,2.3,0.9825436408977556,0.985,0.9800995024875622,0.9825
679,500,"((23, 23), 20, 2.5)","(23, 23)",20,2.5,0.972568578553616,0.975,0.9701492537313433,0.9725
680,500,"((23, 23), 25, 0.2)","(23, 23)",25,0.2,0.8695652173913043,0.8,0.9523809523809523,0.88
681,500,"((23, 23), 25, 0.5)","(23, 23)",25,0.5,0.9162303664921465,0.875,0.9615384615384616,0.92
682,500,"((23, 23), 25, 1)","(23, 23)",25,1.0,0.9408740359897171,0.915,0.9682539682539683,0.9425
683,500,"((23, 23), 25, 1.2)","(23, 23)",25,1.2,0.964824120603015,0.96,0.9696969696969697,0.965
684,500,"((23, 23), 25, 1.5)","(23, 23)",25,1.5,0.9675810473815462,0.97,0.9651741293532339,0.9675
685,500,"((23, 23), 25, 2)","(23, 23)",25,2.0,0.9573934837092732,0.955,0.9597989949748744,0.9575
686,500,"((23, 23), 25, 2.3)","(23, 23)",25,2.3,0.975,0.975,0.975,0.975
687,500,"((23, 23), 25, 2.5)","(23, 23)",25,2.5,0.9625935162094762,0.965,0.9601990049751243,0.9625
688,500,"((23, 23), 30, 0.2)","(23, 23)",30,0.2,0.9144385026737968,0.855,0.9827586206896551,0.92
689,500,"((23, 23), 30, 0.5)","(23, 23)",30,0.5,0.9665809768637531,0.94,0.9947089947089947,0.9675
690,500,"((23, 23), 30, 1)","(23, 23)",30,1.0,0.9669211195928753,0.95,0.9844559585492227,0.9675
691,500,"((23, 23), 30, 1.2)","(23, 23)",30,1.2,0.9718670076726342,0.95,0.9947643979057592,0.9725
692,500,"((23, 23), 30, 1.5)","(23, 23)",30,1.5,0.9744897959183673,0.955,0.9947916666666666,0.975
693,500,"((23, 23), 30, 2)","(23, 23)",30,2.0,0.9744897959183673,0.955,0.9947916666666666,0.975
694,500,"((23, 23), 30, 2.3)","(23, 23)",30,2.3,0.9744897959183673,0.955,0.9947916666666666,0.975
695,500,"((23, 23), 30, 2.5)","(23, 23)",30,2.5,0.9770992366412213,0.96,0.9948186528497409,0.9775
696,500,"((23, 23), 35, 0.2)","(23, 23)",35,0.2,0.9226666666666666,0.865,0.9885714285714285,0.9275
697,500,"((23, 23), 35, 0.5)","(23, 23)",35,0.5,0.9509043927648578,0.92,0.983957219251337,0.9525
698,500,"((23, 23), 35, 1)","(23, 23)",35,1.0,0.9693877551020408,0.95,0.9895833333333334,0.97
699,500,"((23, 23), 35, 1.2)","(23, 23)",35,1.2,0.9618320610687023,0.945,0.9792746113989638,0.9625
700,500,"((23, 23), 35, 1.5)","(23, 23)",35,1.5,0.9589743589743589,0.935,0.9842105263157894,0.96
701,500,"((23, 23), 35, 2)","(23, 23)",35,2.0,0.9589743589743589,0.935,0.9842105263157894,0.96
702,500,"((23, 23), 35, 2.3)","(23, 23)",35,2.3,0.9665809768637531,0.94,0.9947089947089947,0.9675
703,500,"((23, 23), 35, 2.5)","(23, 23)",35,2.5,0.9560723514211886,0.925,0.9893048128342246,0.9575
704,500,"((23, 23), 40, 0.2)","(23, 23)",40,0.2,0.9259259259259258,0.875,0.9831460674157303,0.93
705,500,"((23, 23), 40, 0.5)","(23, 23)",40,0.5,0.9457364341085273,0.915,0.9786096256684492,0.9475
706,500,"((23, 23), 40, 1)","(23, 23)",40,1.0,0.9460154241645244,0.92,0.9735449735449735,0.9475
707,500,"((23, 23), 40, 1.2)","(23, 23)",40,1.2,0.9427083333333334,0.905,0.9836956521739131,0.945
708,500,"((23, 23), 40, 1.5)","(23, 23)",40,1.5,0.9381443298969071,0.91,0.9680851063829787,0.94
709,500,"((23, 23), 40, 2)","(23, 23)",40,2.0,0.9484536082474226,0.92,0.9787234042553191,0.95
710,500,"((23, 23), 40, 2.3)","(23, 23)",40,2.3,0.9405684754521965,0.91,0.9732620320855615,0.9425
711,500,"((23, 23), 40, 2.5)","(23, 23)",40,2.5,0.9454545454545455,0.91,0.9837837837837838,0.9475
712,500,"((23, 23), 45, 0.2)","(23, 23)",45,0.2,0.9148936170212766,0.86,0.9772727272727273,0.92
713,500,"((23, 23), 45, 0.5)","(23, 23)",45,0.5,0.9326424870466321,0.9,0.967741935483871,0.935
714,500,"((23, 23), 45, 1)","(23, 23)",45,1.0,0.9347258485639686,0.895,0.9781420765027322,0.9375
715,500,"((23, 23), 45, 1.2)","(23, 23)",45,1.2,0.9322916666666666,0.895,0.9728260869565217,0.935
716,500,"((23, 23), 45, 1.5)","(23, 23)",45,1.5,0.9375,0.9,0.9782608695652174,0.94
717,500,"((23, 23), 45, 2)","(23, 23)",45,2.0,0.9270833333333334,0.89,0.967391304347826,0.93
718,500,"((23, 23), 45, 2.3)","(23, 23)",45,2.3,0.9322916666666666,0.895,0.9728260869565217,0.935
